text_a,text_b,label
"Holiday Inn City Centre, Lime Street Liverpool, North West, L11NQ","Radisson RED, Lime Street, Liverpool",0
"Travelodge Birmingham Central Bull Ring, Upper Dean Street N A Birmingham, West Midlands, B54SG","Travelodge, Upper Dean Street, Birmingham, , GB, West Midlands, B54SG",1
"Henson Hotel, 23 Clifton Drive Blackpool, North West, FY41NT","Corona Hotel, 18-20, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0
"Brooklands Over 50's Only, 28/30 King Edward Avenue Blackpool, North West, FY29TA","Sunnymede Private Hotel, 50, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1
"Holiday Inn Express London Chingford, Walthamstow Avenue Chingford London, Waltham Forest, E48ST","Holiday Inn Express, 5, Walthamstow Avenue, London, Waltham Forest, E48ST",1
"Saba Hotel London, 101-103 Shepherds Bush Road London, Hammersmith and Fulham, W67LP","Melandre Hotel By Saba, 75, Shepherds Bush Road, London, GB",0
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Olympic House Hotel, 138-140, Sussex Gardens",0
"The Abbey Hotel, 67 Church Street Tewkesbury, South West, GL205RX","The Bell, Church Street, Tewkesbury, South West, GL205SA",0
"Comrie Hotel, Drummond Street ComriePerthshire, Perth and Kinross, PH62DY","Comrie Hotel, Drummond Street, Comrie, , United Kingdom, Perth and Kinross, PH62DY",1
"The Sandrock, No 1 Penfold Road Marine Parade WestClacton-On-SeaEssex, Tendring, East of England, CO151JN","The Sandrock Hotel, 1, Penfold Road, Clacton-on-Sea, Tendring, East of England, CO151JN",1
"Premier Inn Aldershot, 7 Wellington Avenue AldershotHampshire, Rushmoor, South East, GU111SQ","Premier Inn, 7, Wellington Avenue, Aldershot, Rushmoor, South East, GU111SQ",1
"Peckham Rooms Hotel, 2 Queens Road Peckham PeckhamLondonEngland, Southwark, SE152PT","Peckham Rooms Hotel, 2, Queen's Road, London, Southwark, SE152PT",1
"Central Hotel Cheltenham by Roomsbooked, 7 Portland Street Cheltenham, South West, GL522NZ","Central Hotel, 7, Portland Street, Cheltenham, South West, GL522NZ",1
"Ty Gwyn Hotel, Betws y Coed Conwy, LL240SG","The Riverside Hotel, Betws-Y-Coed, Conwy, LL240AS",0
"Kingswood Guest House, 379 Norton Road Norton Stockton On Tees, Stockton-on-Tees, North East, TS202PJ","Kingswood Hotel, 379, Norton Road, Stockton-on-Tees, , GB, North East, TS202PJ",1
"The Paramount, 16 Hotham Street Liverpool, North West, L35UF","The Lord Nelson Hotel, 15-17, Hotham Street, Liverpool, North West, L35PD",0
"Mansfield Lodge Hotel Ltd, 27 & 28 Woodhouse Road  Mansfield, East Midlands, NG182AF","Mansfield Lodge Hotel, 28, Woodhouse Road, Mansfield, Nottinghamshire, East Midlands, NG182AF",1
"RossMor Bed & Breakfast, Woodlands Terrace Grantown-on-Spey, Highland, PH263JU","The Craiglynne Hotel, Woodlands Terrace, Grantown-on-Spey, Highland, PH263JX",0
"Holiday Inn Express Derry - Londonderry, 31 Strand Road Derry, Derry City and Strabane, BT487BL","Holiday Inn Express, 29-35, Strand Road, Derry, , United Kingdom, Derry City and Strabane, BT487BL",1
"The Edgbaston Palace Hotel, 198 & 200 Hagley Road Edgbaston EdgbastonBirmingham, West Midlands, B169PQ","Norfolk Hotel, 259-267, Hagley Road, Birmingham, , GB, West Midlands, B169NA",0
"Chester Court Hotel, Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0
"Hotel Indigo Dundee, Lower Dens Mill Constable Street Lower Dens MillDundee, Dundee City, DD46AD","Hotel Indigo Dundee, Constable Street, Dundee, Dundee City, DD46AD",1
"Mercure Sheffield St Pauls Hotel and Spa, 119 Norfolk street Sheffield, Yorkshire and The Humber, S12JE","Mercure Sheffield St. Paul's Hotel and Spa, 119, Norfolk Street, Sheffield, Yorkshire and The Humber, S12JE",1
"Belmont Llandudno, Belmont 21 North Parade Llandudno, Conwy, LL302LP","Lauriston Court Hotel, 11-13, North Parade, Llandudno, , GB, Conwy, LL302LP",0
"Fenners Hotel, 144 146 Tenison Road Cambridge, East of England, CB12DP","Fenners Hotel, 144-146, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",1
"Belle Green Bed And Breakfast, Near Sawrey HawksheadAmblesideCumbria, Westmorland and Furness, North West, LA220LF","Sawrey House Hotel, Near Sawrey, Westmorland and Furness, North West, LA220LF",0
"The Townhouse, 16 Church Street Townhouse Stratford Upon AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376HB","The Townhouse, 16, Church Street, Stratford-upon-Avon, Stratford-on-Avon, West Midlands, CV376HB",1
"The Golden Lion Hotel, Market Hill St IvesCambridgeshire, Huntingdonshire, East of England, PE275AL","Golden Lion Hotel, Market Hill, St Ives, Huntingdonshire, East of England, PE275AL",1
"Lyndale Holiday Flats, 40 Palatine Road, Blackpool, North West, FY14BY","Fylde International, 93-95, Palatine Road, Blackpool, , United Kingdom, North West, FY14BX",0
"The Vernon, 6-8 Wellington Road Blackpool, North West, FY16AR","The Vernon, Wellington Road, Blackpool, , United Kingdom, North West, FY16AR",1
"Alexandra Hotel, 159 161 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Hotel Columbus, 141, Sussex Gardens, London",0
"Premier Inn Heathrow Airport, 15 Bath Road HounslowMiddlesex, Hillingdon, London, TW62AB","Premier Inn London Heathrow Airport T2 & T3 (Bath Road), 15, Bath Road, Hounslow, Hillingdon, TW62AB",1
"Cults Hotel, 328 North Deeside Road CultsAberdeen, Aberdeen City, AB159SE","Cults Hotel, 328, North Deeside Road, Aberdeen, , GB, Aberdeen City, AB159SE",1
"Greenhill Hotel, Red Dial CumbriaWigton, Cumberland, North West, CA78LS","Greenhill Hotel, Red Dial, wigton, Cumberland, North West, CA78LS",1
"citizenM London Shoreditch, 6 Holywell Lane London, Hackney, EC2A3ET","CitizenM, 6, Holywell Lane, London, Hackney, EC2A3ET",1
"The Manor House Hotel, 10/15 High Street DronfieldDerbyshire, North East Derbyshire, East Midlands, S181PY","Manor House, 10-14, High Street, Dronfield, North East Derbyshire, East Midlands, S181PY",1
"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"Charnwood Arms by Good Night Inns, Beveridge Lane Bardon HillCoalville Leicestershire, North West Leicestershire, East Midlands, LE671TB","Charnwood Arms Hotel, Beveridge Lane, Coalville, North West Leicestershire, East Midlands, LE671TB",1
"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0
"Travelodge Derby Chaddesdon, Nottingham Road Chaddesden Derby ChaddesdenDerby, East Midlands, DE216LZ","Travelodge, Nottingham Road, Derby, East Midlands, DE216LZ",1
"Lancaster Gate Hotel, 66-71, Lancaster Gate London, Westminster, W23NA","Columbia Hotel, 95-99, Lancaster Gate, London",0
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Rhodes Hotel, 195, Sussex Gardens, London",0
"Hilton London Metropole, 225 Edgware Road  London, Westminster, W21JU","Hilton London Metropole, 225, Edgware Road, London, Westminster, W21JU",1
"Thornbury Castle, Castle Street Thornbury BristolThornbury South Gloucestershire, South West, BS351HH","Thornbury Castle Hotel, Castle Street, Bristol, South Gloucestershire, South West, BS351HH",1
"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Grange Langham Court Hotel, 31-35 Langham Street London, Westminster, W1W6BU","The Langham Court Hotel, 31-35, Langham Street, London, GB",1
"Friars Wynd, 17 Friars Street Stirling, FK81HA","Friars Wynd, 17, Friar Street, Stirling, , United Kingdom, FK81HA",1
"The Royal Victoria And Bull Hotel, 1 High Street, Dartford, South East, DA11DU","The Royal Victoria & Bull Hotel, 1, High Street, Dartford, South East, DA11DU",1
"The Malibu Party Hotel, 114-116 Albert Road Blackpool, nan","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"George, Main Road Hope Valley  Derbyshir, Derbyshire Dales, East Midlands, S321BB","George Hotel, Main Road, Hope Valley, Derbyshire Dales, East Midlands, S321BB",1
"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Sella Park House Hotel, Calderbridge Cumbria, Cumberland, North West, CA201DW","Sella Park, Calder Bridge, Cumberland, North West, CA201DW",1
"Premier Inn London City Tower Hill, 24 26 Prescot Street London, Tower Hamlets, E18BB","Premier Inn, 24, Prescot Street, London, , GB, Tower Hamlets, E18BB",1
"Best Western Grand Hotel, Swainson Street HartlepoolCleveland, North East, TS248AA","The Best Western Grand Hotel, Hartlepool, Swainson Street, Hartlepool, North East, TS248AA",1
"The Royal Hotel, 53-57 Victoria Street Stromness Orkney Islands, KW163BS","Royal Hotel, Victoria Street, Stromness, , United Kingdom, Orkney Islands, KW163BS",1
"Kent House Guest House, Lake Road Ambleside, nan","Fellside Rooms, Lake Road, Ambleside, , United Kingdom, Westmorland and Furness, North West, LA220DB",0
"Holiday Inn Brighton Seafront, 137 Kings Road  BrightonEast Sussex, Brighton and Hove, South East, BN12JF","Holiday Inn, 137, Kings Road, Brighton, , GB, Brighton and Hove, South East, BN12FU",0
"Uncle's Cottage72 Main Street, Cumberland, North West, CA125DX","Kings Arms Hotel, Main Street, Keswick, Cumberland, North West, CA125BL",0
"Leonardo Royal Hotel Edinburgh Haymarket, 1 Morrison Link Edinburgh, City of Edinburgh, EH38DN","Leonardo Royal Hotel Edinburgh Haymarket, 1, Morrison Link, Edinburgh, City of Edinburgh, EH38DN",1
"Holiday Inn Express - Barrow-in-Furness, Market Street, Barrow in Furness, LA142LE","Holiday Inn Express, Market Street, Barrow-in-Furness, LA142LE",1
"The Lansdowne Hotel, 87 Clarendon Street Royal Leamington Spa, Warwick, West Midlands, CV324PF","Lansdowne Hotel, 87, Clarendon Street, Leamington Spa, , United Kingdom, Warwick, West Midlands, CV324PF",1
"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0
"Min y Don Guesthouse, North Parade Llandudno, GwyneddConwy, LL302LP","Elm Tree Hotel, 24, North Parade, Llandudno, , GB, Conwy, LL302LP",0
"Wisteria Hotel, 4 Catmose Street Oakham Rutland, East Midlands, LE156HW","Wisteria Hotel, 4, Catmos Street, Oakham, , GB, Rutland, East Midlands, LE156HW",1
"Hilton London Paddington, 146 Praed Street Paddington London, Westminster, W21EE","Mercure London Paddington, 144, Praed Street, London, Westminster, W21HU",0
"The Druidstone Hotel, Druidstone Haven Welsh Road DruidstoneBroad HavenHaverfordwest, Pembrokeshire, SA623NE","Druidstone Hotel, Welsh Road, HAVERFORDWEST, Pembrokeshire, SA623NE",1
"easyHotel South Kensington, 14 Lexham Gardens London, Kensington and Chelsea, W85JE","easyHotel London South Kensington, 14, Lexham Gardens, London, , GB, Kensington and Chelsea, W85JE",1
"mk hotel london, 317 Putney Bridge Road London, SW152PN","mk Hotel London, 317, Putney Bridge Road, London, , United Kingdom, Wandsworth, SW152PG",1
"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA","Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1
"The Sandhurst, 69 Chester Road Middlewich Cheshire, Cheshire East, North West, CW109EU","The Sandhurst, 69, Chester Road, Middlewich, Cheshire East, North West, CW109EU",1
"Alexandra Hotel, 159 161 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","KingswayPark Hotel at Park Avenue, 139, Sussex Gardens, London, Westminster, W22RX",0
"The Globe Inn, 9 High Street ChagfordNewton AbbotDevon, West Devon, South West, TQ138AJ","Globe Inn, 9, High Street, West Devon, , United Kingdom, South West, TQ138AJ",1
"Amherst Brighton, 2 Lower Rock Gardens Kemp Town BrightonThe City of Brighton and Hove, South East, BN21PG","Amherst House, Lower Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21PG",1
"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR","Calypso Hotel, 39-41, Albert Road, Blackpool, North West, FY14TA",0
"The Royal Seabank Hotel, 219-223 Central Promenade BlackpoolLancashire, North West, FY15DL","The Golden Cheval Hotel, 203, Promenade, Blackpool, North West, FY15DL",0
"The Northdale, 12 Firbeck Avenue SkegnessEngland, East Lindsey, East Midlands, PE253JY","The Northdale, 12, Firbeck Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JY",1
"The Snooty Fox, Market Place Tetbury Gloucestershire, Cotswold, South West, GL88DD","The Snooty Fox, Market Place, Tetbury, Cotswold, South West, GL88DD",1
"Premier Inn London Stansted Airport, Thremhall Avenue Stansted Airport Stansted AirportStanstedEssex, Uttlesford, East of England, CM241PY","Holiday Inn Express, Thremhall Avenue, Stansted, Uttlesford, East of England, CM241PY",0
"The Golf Hotel, Criffel Street  Silloth - On - Solway, Cumberland, North West, CA74AB","The Golf Hotel, Criffel Street, Silloth, Cumberland, North West, CA74AB",1
"Premier Inn Liverpool Albert Dock, East Britannia Building Albert Dock  Liverpool Merseyside Albert DockLiverpool, North West, L34AD","Holiday Inn Express, Britannia Pavilion, Liverpool, , United Kingdom, North West, L34AD",0
"Hydro Hotel, Mount Road Eastbourne East Sussex, South East, BN207HZ","The Hydro Hotel, Mount Road, Eastbourne, South East, BN207HZ",1
"Benleva Hotel, Kilmore Road Drumnadrochit Loch Ness, Highland, IV636UH","Benleva Hotel, Kilmore Road, Drumnadrochit, , United Kingdom, Highland, IV636UH",1
"The Cotswold, 330-332 Mansfield Road Nottingham, East Midlands, NG52EF","Paramount Hotel, 328, Mansfield Road, Nottingham, East Midlands, NG52EF",1
"The Cumbrian Guesthouse, 81 Hornby Road, Blackpool, North West, FY14QP","The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0
"Chrysos Hotel, 25-27 Norfolk Square  London, Westminster, W21RX","St. David's Hotels, 14-20, Norfolk Square, London, Westminster, W21RS",0
"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR","New Madeira Hotel, 19-23, Marine Parade, Brighton, Brighton and Hove, South East, BN21TL",0
"Silversands Hotel, 1 3 Burlington Road West Blackpool  Blackpool  United Kingdom Blackpool, North West, FY41NL","Silversands Hotel, 3, Burlington Road West, Blackpool, , United Kingdom, North West, FY41NL",1
"ibis Styles Edinburgh Centre St Andrew Square, 19 St Andrew Square Edinburgh, City of Edinburgh, EH21AU","Ibis Styles, 19, St Andrew Square, Edinburgh, , United Kingdom, City of Edinburgh, EH21AU",1
"No.42 Kegworth House, 42 High Street KegworthDerbyshire, North West Leicestershire, East Midlands, DE742DA","Kegworth House, 42, High Street, Derby, North West Leicestershire, East Midlands, DE742DA",1
"Rhodes Hotel, 195 Sussex Gardens London Hyde Park, Westminster, W22RJ","Mitre House Hotel, 178-184, Sussex Gardens, London",0
"River Ness Hotel a member of Radisson individuals, 83-97 CHURCH ST INVERNESS, Highland, IV11QN","MacDougall Clansman Hotel, 103, Church Street, Inverness, , United Kingdom, Highland, IV11ES",0
"The Arch Inn, 10 11 West Shore Street UllapoolWester Ross, Highland, IV262UR","The Arch Inn, 10-11, West Shore Street, Ullapool, Highland, IV262UR",1
"Hilton London Kensington Hotel, Holland Park Avenue London, Kensington and Chelsea, W114UL","Hilton London Kensington, 179-199, Holland Park Avenue, London, Kensington and Chelsea, W114UL",1
"Ml Lodge, 108 St Mary Street Cardiff, CF101DX","Sandringham Hotel, 21, Saint Mary Street, Cardiff, , United Kingdom, CF101PL",0
"Tudor Lodge Hotel, 400 Nuthall Road NottinghamNottinghamshire, East Midlands, NG85DS","Tudor Lodge Hotel, 400, Nuthall Road, Nottingham, East Midlands, NG85DS",1
"New Promenade Hotel, 229 Central Promenade Blackpool, North West, FY15DL","Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0
"INNSIDE by Melia Newcastle, River View, Bridge Court, The Close,, Quayside, Newcastle-upon-Tyne, England, Newcastle upon Tyne, North East, NE13BE","INNSiDE, Close, Newcastle upon Tyne, North East, NE13BE",1
"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Tailored Stays The Marque Grande Apartment, 143 Hills Road, Cambridge, East of England, CB28RA","Crystal Hotel, 167-169, Hills Road, Cambridge, , United Kingdom, East of England, CB28RJ",0
"Travelodge Reading Whitley, Basingstoke Road, 387 READING, South East, RG20JE","Travelodge, 387, Basingstoke Road, Reading, South East, RG20JE",1
"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","Calypso Hotel, 39-41, Albert Road, Blackpool, North West, FY14TA",0
"Best Western Plus Epping Forest, 30 Oak Hill Woodford GreenLondon, Waltham Forest, IG89NY","Best Western Plus Epping Forest, 30, Oak Hill, Woodford Green, , GB, Waltham Forest, London, IG89NY",1
"The Ashley Hotel, Ashley Road Na Hale HaleAltrinchamCheshire, Trafford, North West, WA159SF","Britannia Ashley Hotel, Ashley Road, Altrincham, , United Kingdom, Trafford, North West, WA159SF",1
"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"The Del Roseia, 76 Central Drive Blackpool, North West, FY15QD","GR8 Hotel, Central Drive, Blackpool, , United Kingdom, North West, FY15QB",0
"Novotel Liverpool Centre, 40 Hanover Street Liverpool, North West, L14LN","Premier Inn Liverpool City Centre (Liverpool One), 48, Hanover Street, Liverpool, North West, L14AF",0
"The Gallery, 108 Albert Road Blackpool, North West, FY14PR","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0
"Premier Inn Southampton West Quay, Harbour Parade Southampton, South East, SO151BA","Premier Inn - West Quay, 96, Harbour Parade, Southampton, South East, SO151BA",1
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Seymour Hotel, 106, Sussex Gardens, London, Westminster, W21UH",0
"Holiday Inn Express London Stratford, 196 High Street London, Newham, E152NE","Travelodge London Stratford, High Street, London, Newham, E152JG",0
"Shakespeare Hotel, 22-28 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RS","Continental Hotel, 36-42, Norfolk Square, London, , GB, Westminster, W21RT",0
"Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE","Belgrave Hotel, 61, City Road, Chester, , United Kingdom, Cheshire West and Chester, North West, CH13AE",1
"Hilton At The Ageas Bowl Southampton, The Ageas Bowl Stadium Botley Road West End Botley RoadSouthampton, Eastleigh, South East, SO303XH","Hilton Southampton - Utilita Bowl, Botley Road, Southampton, Eastleigh, South East, SO303XH",1
"The Royal Norfolk Hotel, 7 Sandgate High Street FolkestoneKent, Folkestone and Hythe, South East, CT203BD","The Royal Norfolk Hotel, 7, Sandgate High Street, Sandgate, Folkestone and Hythe, South East, CT203BD",1
"The Orchid Hotel, 34 Gervis Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13DH","The Orchid Hotel, 34, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13DH",1
"The Hillcrest Hotel, Cronton Lane Widnes, Halton, North West, WA89AR","The Hillcrest Hotel, Cronton Lane, Widnes, , United Kingdom, Halton, North West, WA89AR",1
"Victoria House, 36 Okehampton Road St Thomas, Exeter, South West, EX41EL","Oke Lodge Hotel, 43-47, Okehampton Road, Exeter, , United Kingdom, South West, EX41EB",0
"The Vincent Hotel, 98 Lord Street  Southport, Sefton, North West, PR81JR","Prince of Wales, Lord Street, Southport, , GB, Sefton, North West, PR81JS",0
"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0
"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Dutchman Hotel, 267 269 Promenade Blackpool, North West, FY16AH","Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0
"Travelodge Aberdeen Bucksburn, A96 Inverurie Road Bucksburn Bucksburn Aberdeen, Aberdeen City, AB219BB","Travelodge, Inverurie Road, Aberdeen, Aberdeen City, AB219BB",1
"Best Western Plus Hever Hotel, Hever Road Na 07 Edenbridge HeverEdenbridgeKent, Sevenoaks, South East, TN87NP","Hever Hotel, Hever Road, Sevenoaks, South East, TN87NP",0
"Aviator, 55 Farnborough Road Farnborough Hampshire, Rushmoor, South East, GU146EL","Aviator Hotel, 55, Farnborough Road, Farnborough, Rushmoor, South East, GU146EL",1
"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","The Allendale, 104, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0
"Imperial Hotel, 13-15 North Drive Great Yarmouth, East of England, NR301EQ","The Majestic, 6-7, North Drive, Great Yarmouth, East of England, NR301ED",0
"Crichton, 36 Bedford Place, Camden, London, WC1B5JR","The Beauchamp, 24-27, Bedford Place, London, , United Kingdom, Camden, WC1B5JH",0
"The Cornhill Hotel, 377-379 Promenade Blackpool Lancashire, North West, FY16BH","South Beach Hotel, 365-367, Promenade, Blackpool, , United Kingdom, North West, FY16BJ",0
"Holiday Inn Birmingham North Cannock, Orbita Plaza Bridge Street  CannockStaffordshire, Cannock Chase, West Midlands, WS110DQ","Holiday Inn, Bridge Street, Cannock, Cannock Chase, West Midlands, WS110DQ",1
"Apartment 56 Llandudno, Apartment 56 27 Deganwy Avenue, Conwy, LL302YB","New Loretta Hotel, Deganwy Avenue, Llandudno, , GB, Conwy, LL302YB",0
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Belmont Hotel, 104, Sussex Gardens, London, Westminster, W21UH",0
"Travelodge London Chigwell, 735 Chigwell Road London, Redbridge, IG88AS","Travelodge, 735, Chigwell Road, Woodford Green, , GB, Redbridge, London, IG88AS",1
"Maldron Hotel Belfast City, 20 Brunswick Street Belfast, BT27GE","Maldron Hotel Belfast City, 20, Brunswick Street, Belfast, BT27GE",1
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","Abbey Court Hotel, 168-172, Sussex Gardens, London, , United Kingdom, Westminster, W23UA",0
"The Wellington by Blue Orchid Hotels, 71 Vincent Square  London, Westminster, SW1P2PA","The Wellington, 71, Vincent Square, London, Westminster, SW1P2PA",1
"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",1
"Travelodge Sunbury M3, Hanworth Road Sunbury-on-Thames Middlesex, Spelthorne, South East, TW165DA","Travelodge Sunbury M3, Hanworth Road, Sunbury-on-Thames, Surrey, , GB, Spelthorne, South East, TW165DA",1
"B&b Belgravia, 64-66 Ebury Street London, Westminster, SW1W9QD","Tophams Hotel, 24-32, Ebury Street, London, , GB, Westminster, SW1W0LU",0
"The Victoria House Bed & Breakfast, 81 King Street Crieff, Perth and Kinross, PH73HB","The Victoria House B&B, 81, King Street, Crieff, , United Kingdom, Perth and Kinross, PH73HB",1
"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Bakers Hotel B&B, 126 Warwick Way Victoria City Of Westminister London, Westminster, SW1V4JA","Bakers Hotel, 126, Warwick Way, London, Westminster, SW1V4JA",1
"Lorne Hotel Glasgow, 923 Sauchiehall Street GlasgowScotland, Glasgow City, G37TQ","The Sandyford Hotel, 904, Sauchiehall Street, Glasgow, , United Kingdom, Glasgow City, G37TF",0
"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"Annan Hotel, 1 Abbey Road Llandudno, Conwy, LL302EA","Annan Hotel, 1, Abbey Road, Llandudno, , GB, Conwy, LL302EA",1
"Richmond Apart Hotel, 24A Hatton Gardens, Liverpool, North West, L32AA","Premier Suites Liverpool, 7, Hatton Garden, Liverpool, North West, L32FE",0
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","The Windsor, 21, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Travelodge London Kings Cross Royal Scot, 100 King S Cross Road London, Islington, WC1X9DT","Travelodge, 100, King's Cross Road, London, Islington, WC1X9DT",1
"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0
"Tregurrian Villas, Trevarrian Hill Watergate BayNewquay Cornwall, South West, TR84AB","Watergate Bay Hotel, Trevarrian Hill, Newquay, Cornwall, South West, TR84AA",0
"Eskdale Hotel, Market Place LangholmDumfries & GallowayScotland, Dumfries and Galloway, DG130JH","Eskdale hotel, Laird's Entry, Langholm, , United Kingdom, Dumfries and Galloway, DG130JH",0
"The Malibu Party Hotel, 114-116 Albert Road Blackpool, nan","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"La Tour, 92 94 Albert Road Blackpool, North West, FY14PR","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0
"Park Central Hotel, Exeter Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25AJ","Royal Exeter Hotel, 59, Exeter Road, Bournemouth, Christchurch and Poole, South West, BH25AG",0
"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Premier Inn London Ruislip, Ickenham Road RuislipMiddlesex, Hillingdon, London, HA47DR","Premier Inn, Ickenham Road, Ruislip, , United Kingdom, Hillingdon, London, HA47DR",1
"Stratford Limes Hotel, 41 Main Street TiddingtonStratford-upon-Avon, Stratford-on-Avon, West Midlands, CV377AS","Stratford Limes Hotel, 41, Main Street, Stratford upon Avon, Stratford-on-Avon, West Midlands, CV377AS",1
"Leonardo Hotel London Heathrow, Sipson Way Bath Road SipsonWest Drayton, Hillingdon, London, UB70DP","Leonardo Hotel London Heathrow Airport, Bath Road, West Drayton, Hillingdon, UB70DP",1
"Swan Quay Inn, Conduit Street FavershamKent, Swale, South East, ME137DF","The Quay, Conduit Street, Faversham, Swale, South East, ME137DF",1
"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
