original_address,lat,long,formatted,name,housenumber,street,district,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
"Gwesty Gadlys Hotel, Cemaes Bay, Isle of Anglesey, LL670LH",53.41652675,-4.441373212,"Gwesty Gadlys Hotel, A5025, Cemaes, LL67 0LH, United Kingdom",Gwesty Gadlys Hotel,,A5025,,LL67 0LH,Llanbadrig,Cemaes,Isle of Anglesey,AGY,Wales,WLS,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lonsdale Hotel, 10, Bedford Place, London, , GB, Camden, WC1B5JU",51.5202064,-0.1240489,"Lonsdale Hotel, 10 Bedford Place, London, WC1B 5JU, United Kingdom",Lonsdale Hotel,10,Bedford Place,London Borough of Camden,WC1B 5JU,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Burntisland Sands Hotel, Lochies Road, Burntisland, Fife, KY39JX",56.06360871,-3.220991092,"Lochies Road, Burntisland, KY3 9JX, United Kingdom",Lochies Road,,Lochies Road,,KY3 9JX,,Burntisland,Fife,FIF,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Ship Inn, 33, Shore Road, Invergordon, Highland, IV180ER",57.68677205,-4.170052881,"The Ship Inn, 33 Shore Road, Invergordon, IV18 0ER, United Kingdom",The Ship Inn,33,Shore Road,Cromlet,IV18 0ER,,Invergordon,Highland,HLD,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn (Aberdeen Central West), North Anderson Drive, Aberdeen, , GB, Aberdeen City, AB156DW",57.1508768,-2.150753069,"Premier Inn (Aberdeen Central West), North Anderson Drive, Aberdeen City, AB15 6DW, United Kingdom",Premier Inn (Aberdeen Central West),,North Anderson Drive,,AB15 6DW,Summerhill,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,0.894117647,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Comfotel Blu, 114, Shepherds Bush Road, London, GB",51.4990327,-0.222438764,"Comfotel Blu, 114 Shepherds Bush Road, London, W6 7PD, United Kingdom",Comfotel Blu,114,Shepherds Bush Road,London Borough of Hammersmith and Fulham,W6 7PD,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Drumchork Lodge Hotel, Aultbea, Highland, IV222HU",57.8346658,-5.57443951,"Drumchork Lodge Hotel, Drumchork Road, Aultbea, IV22 2HU, United Kingdom",Drumchork Lodge Hotel,,Drumchork Road,,IV22 2HU,,Aultbea,Highland,HLD,Scotland,SCT,United Kingdom,gb,0.837209302,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Newcastle House Hotel, Front Street, Rothbury, Northumberland, North East, NE657UT",55.3094716,-1.911300788,"Newcastle House Hotel, Front Street, Rothbury, NE65 7UT, United Kingdom",Newcastle House Hotel,,Front Street,Rothbury Civil Parish,NE65 7UT,,Rothbury,Northumberland,NBL,England,ENG,United Kingdom,gb,0.63,1,0.63,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hyde Park Rooms Hotel, 137, Sussex Gardens",51.5151049,-0.172068426,"Hyde Park Rooms Hotel, 137 Sussex Gardens, London, W2 3UA, United Kingdom",Hyde Park Rooms Hotel,137,Sussex Gardens,,W2 3UA,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Britannia Hotel Newcastle Airport, Ponteland, Newcastle upon Tyne, North East, NE138DJ",55.03865475,-1.714404799,"Britannia Hotel Newcastle Airport, Ponteland Road, Ponteland, NE13 8DJ, United Kingdom",Britannia Hotel Newcastle Airport,,Ponteland Road,,NE13 8DJ,Woolsington,Ponteland,Northumberland,NBL,England,ENG,United Kingdom,gb,0.4536,1,0.567,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bellavista, Carness Road, St Ola, Orkney Islands, KW151UE",58.99734383,-2.944410912,"Carness Road, Kirkwall, KW15 1UE, United Kingdom",Carness Road,,Carness Road,,KW15 1UE,,Kirkwall,Orkney Islands,ORK,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Paramount Hotel, 328, Mansfield Road, Nottingham, East Midlands, NG52EF",52.9718452,-1.152249989,"Paramount Hotel, 328 Mansfield Road, Nottingham, NG5 2EF, United Kingdom",Paramount Hotel,328,Mansfield Road,,NG5 2EF,Carrington,Nottingham,East Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ibis Styles, 65, Lionel Street, Birmingham, West Midlands, B31JE",52.4819408,-1.906527838,"Ibis Styles, 65 Lionel Street, Birmingham, B3 1JE, United Kingdom",Ibis Styles,65,Lionel Street,,B3 1JE,Ladywood,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hilton London Croydon, 101, Waddon Way, Croydon, CR94HH",51.35760515,-0.115554105,"Hilton London Croydon, 101 Waddon Way, London, CR9 4HH, United Kingdom",Hilton London Croydon,101,Waddon Way,London Borough of Croydon,CR9 4HH,Waddon,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Best Western London Peckham Hotel, 110, Peckham Road, London",51.4739015,-0.075552541,"Best Western London Peckham Hotel, 110 Peckham Road, London, SE15 5LE, United Kingdom",Best Western London Peckham Hotel,110,Peckham Road,London Borough of Southwark,SE15 5LE,Peckham,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Boars Head Hotel, 120, Lammas Street, Carmarthen, , GB, Carmarthenshire, SA313AE",51.8563339,-4.3094389,"Boars Head Hotel, 120 Lammas Street, Carmarthen, SA31 3AE, United Kingdom",Boars Head Hotel,120,Lammas Street,,SA31 3AE,Johnstown,Carmarthen,Carmarthenshire,CMN,Wales,WLS,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ashbank Hotel, B879, Carradale, , GB, Argyll and Bute, PA286RY",55.590073,-5.4691094,"Ashbank Hotel, B879, Carradale, PA28 6RY, United Kingdom",Ashbank Hotel,,B879,,PA28 6RY,,Carradale,Argyll and Bute,AGB,Scotland,SCT,United Kingdom,gb,0.666666667,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Inn At The Park, 4, Deemount Terrace, Aberdeen, , GB, Aberdeen City, AB117RX",57.1335129,-2.102495028,"Inn At The Park, 4 Deemount Terrace, Aberdeen City, AB11 7RX, United Kingdom",Inn At The Park,4,Deemount Terrace,,AB11 7RX,Ferryhill,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Millennium Gloucester Hotel & Conference Centre, 4-18, Harrington Gardens, London, Kensington and Chelsea, SW74LH",51.493578,-0.183497852,"Millennium Gloucester Hotel & Conference Centre, 4-18 Harrington Gardens, London, SW7 4LH, United Kingdom",Millennium Gloucester Hotel & Conference Centre,18-Apr,Harrington Gardens,Royal Borough of Kensington and Chelsea,SW7 4LH,South Kensington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bluedaws Hotel, 133-135, Sussex Gardens, London",51.51516285,-0.17201762,"Bluedaws Hotel, 133-135 Sussex Gardens, London, W2 3UA, United Kingdom",Bluedaws Hotel,133-135,Sussex Gardens,,W2 3UA,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St. David's Hotels, 14-20, Norfolk Square, London, Westminster, W21RS",51.5159656,-0.173890561,"St. David's Hotels, 14-20 Norfolk Square, London, W2 1RS, United Kingdom",St. David's Hotels,14-20,Norfolk Square,,W2 1RS,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Derbyshire Hotel, Carter Lane East, Alfreton, Bolsover, East Midlands, DE552EH",53.10563342,-1.321890974,"Carter Lane East, Bolsover, DE55 2EH, United Kingdom",Carter Lane East,,Carter Lane East,,DE55 2EH,,Bolsover,Derbyshire,DBY,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ord Arms Hotel, Great North Road, Muir of Ord, Highland, IV67XR",57.52151909,-4.461270542,"Great North Road, Muir of Ord, IV6 7XR, United Kingdom",Great North Road,,Great North Road,,IV6 7XR,,Muir of Ord,Highland,HLD,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Weem Inn, Weem, Perth and Kinross, PH152LD",56.6250433,-3.888691446,"The Weem Inn, B846, Weem, PH15 2LD, United Kingdom",The Weem Inn,,B846,,PH15 2LD,,Weem,Perth and Kinross,PKN,Scotland,SCT,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Holiday Inn, Emerson Road, Washington, Sunderland, North East, NE371LB",54.88665435,-1.557428815,"Holiday Inn, Emerson Road, Sunderland, NE37 1LB, United Kingdom",Holiday Inn,,Emerson Road,,NE37 1LB,Oxclose,Sunderland,Tyne and Wear,NET,England,ENG,United Kingdom,gb,0,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"MStay Hotel 43, 43, Queensborough Terrace",51.51177335,-0.185549242,"MStay Hotel 43, 43 Queensborough Terrace, London, W2 3ST, United Kingdom",MStay Hotel 43,43,Queensborough Terrace,Westbourne Green,W2 3ST,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Palm Court Hotel, 81, Seafield Road, Aberdeen, Aberdeen City, AB157YX",57.13342565,-2.146126143,"Palm Court Hotel, 81 Seafield Road, Aberdeen City, AB15 7YX, United Kingdom",Palm Court Hotel,81,Seafield Road,,AB15 7YX,Craigiebuckler,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Britannia Hotel, Lichfield Street, Wolverhampton, West Midlands, WV11DD",52.58671769,-2.124368121,"Lichfield Street, Wolverhampton, WV1 1DD, United Kingdom",Lichfield Street,,Lichfield Street,,WV1 1DD,Heath Town,Wolverhampton,West Midlands,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Shaftesbury Suites London Marble Arch, 41, Great Cumberland Place",51.51575275,-0.160363434,"Shaftesbury Suites London Marble Arch, 41 Great Cumberland Place, London, W1H 7FD, United Kingdom",Shaftesbury Suites London Marble Arch,41,Great Cumberland Place,,W1H 7FD,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Forshaws Hotel, Talbot Square, Blackpool, FY11ND",53.81878592,-3.055527016,"Talbot Square, Blackpool, FY1 1ND, United Kingdom",Talbot Square,,Talbot Square,,FY1 1ND,North Shore,Blackpool,Borough of Blackpool,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"easyHotel.com Paddington, 10, Norfolk Place, London, Westminster, W21QL",51.51676065,-0.172188906,"easyHotel.com Paddington, 10 Norfolk Place, London, W2 1QL, United Kingdom",easyHotel.com Paddington,10,Norfolk Place,,W2 1QL,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grange Hotel, 71-73, London Road, Newark, , GB, Newark and Sherwood, East Midlands, NG241RZ",53.06996205,-0.799316697,"Grange Hotel, 71-73 London Road, Newark and Sherwood, NG24 1RZ, United Kingdom",Grange Hotel,71-73,London Road,New Town,NG24 1RZ,Newark,Newark and Sherwood,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Holiday Inn Express, 200, High Street Colliers Wood, London, Merton, SW192BH",51.41770855,-0.179075229,"Holiday Inn Express, 200 High Street Colliers Wood, London, SW19 2BH, United Kingdom",Holiday Inn Express,200,High Street Colliers Wood,London Borough of Merton,SW19 2BH,Collier's Wood,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tudor Court Hotel, 77, Kineton Green Road, Solihull, West Midlands, B927DX",52.4341713,-1.811428167,"Tudor Court Hotel, 77 Kineton Green Road, Metropolitan Borough of Solihull, B92 7DX, United Kingdom",Tudor Court Hotel,77,Kineton Green Road,,B92 7DX,,Metropolitan Borough of Solihull,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"National Hotel, 17-19, Queens Avenue, London, Haringey, N103PE",51.5916049,-0.144832659,"National Hotel, 17-19 Queens Avenue, London, N10 3PE, United Kingdom",National Hotel,17-19,Queens Avenue,London Borough of Haringey,N10 3PE,Muswell Hill,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"A Park View Hotel, 12-13, Park Road West, Wolverhampton, West Midlands, WV14PP",52.58717335,-2.140078032,"A Park View Hotel, 12-13 Park Road West, Wolverhampton, WV1 4PP, United Kingdom",A Park View Hotel,13-Dec,Park Road West,,WV1 4PP,,Wolverhampton,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Enniskillen Hotel, 72, Forthill Street, Enniskillen, Fermanagh and Omagh, BT746AJ",54.3464252,-7.631103816,"The Enniskillen Hotel, 72 Forthill Street, Enniskillen, BT74 6AJ, United Kingdom",The Enniskillen Hotel,72,Forthill Street,Fermanagh and Omagh District,BT74 6AJ,Tonystick,Enniskillen,,,Northern Ireland,NIR,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Travelodge Edinburgh Central, 33, St Mary's Street, Edinburgh, City of Edinburgh, EH11TA",55.9496954,-3.183849559,"Travelodge Edinburgh Central, 33 St Mary's Street, City of Edinburgh, EH1 1TA, United Kingdom",Travelodge Edinburgh Central,33,St Mary's Street,,EH1 1TA,Abbeyhill,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Crown Hotel, 10, King Street, Montrose, Aberdeenshire, DD100RG",56.84524225,-2.27862966,"The Crown Hotel, 10 King Street, Montrose, DD10 0RG, United Kingdom",The Crown Hotel,10,King Street,,DD10 0RG,,Montrose,Aberdeenshire,ABD,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Builyeon Road, South Queensferry, City of Edinburgh, EH309YJ",55.98370308,-3.407245107,"Builyeon Road, City of Edinburgh, EH30 9YJ, United Kingdom",Builyeon Road,,Builyeon Road,Springfield,EH30 9YJ,Echline,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"hub by Premier Inn, St. Martin's Lane, London, Westminster, WC2N4BA",51.51124268,-0.127083533,"St. Martin's Lane, London, WC2N 4BA, United Kingdom",St. Martin's Lane,,St. Martin's Lane,Seven Dials,WC2N 4BA,Bloomsbury,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seaview Hotel, Seaview Road, Boddam, , GB, Aberdeenshire, AB423NS",57.47330982,-1.781082543,"Seaview Road, Boddam, AB42 3NS, United Kingdom",Seaview Road,,Seaview Road,,AB42 3NS,,Boddam,Aberdeenshire,ABD,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Copthorne Hotel Aberdeen, 122, Huntly Street, Aberdeen, Aberdeen City, AB101SU",57.14626695,-2.11221619,"Copthorne Hotel Aberdeen, 122 Huntly Street, Aberdeen City, AB10 1SU, United Kingdom",Copthorne Hotel Aberdeen,122,Huntly Street,,AB10 1SU,City Centre,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Otterburn Castle Country House Hotel, Otterburn, Northumberland, North East, NE191NS",55.2322167,-2.177925874,"Otterburn Castle Country House Hotel, A696, Otterburn, NE19 1NS, United Kingdom",Otterburn Castle Country House Hotel,,A696,,NE19 1NS,,Otterburn,Northumberland,NBL,England,ENG,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sheraton Skyline, Bath Road, Hayes, , GB, Hillingdon, London, UB35BP",51.4815288,-0.436567553,"Sheraton Skyline, Bath Road, London, UB3 5BP, United Kingdom",Sheraton Skyline,,Bath Road,,UB3 5BP,,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel Indigo, 2-8, South Parade, Bath, , GB, Bath and North East Somerset, South West, BA24AA",51.3802939,-2.356957697,"Hotel Indigo, 2-8 South Parade, Bath, BA2 4AA, United Kingdom",Hotel Indigo,8-Feb,South Parade,,BA2 4AA,Widcombe,Bath,Bath and North East Somerset,BAS,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"London Marriott Twickenham, 198, Whitton Road, Richmond upon Thames, TW27BA",51.45525185,-0.339823295,"London Marriott Twickenham, 198 Whitton Road, London, TW2 7BA, United Kingdom",London Marriott Twickenham,198,Whitton Road,London Borough of Richmond upon Thames,TW2 7BA,St Margarets,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"HF Holidays Nether Grange, Pease's Lane, Alnwick, , GB, Northumberland, North East, NE662RZ",55.3876699,-1.611513153,"HF Holidays Nether Grange, Pease's Lane, Alnwick, NE66 2RZ, United Kingdom",HF Holidays Nether Grange,,Pease's Lane,,NE66 2RZ,,Alnwick,Northumberland,NBL,England,ENG,United Kingdom,gb,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
