text_a,text_b,label,clusterA,clusterB
"Royal Guest House by Saba, 105 Shepherds Bush Road London, Hammersmith and Fulham, W67LP","Hotel Sergul, 87, Shepherds Bush Road, London, GB",0,1926,2132
"Furzedown Hotel, 19 20 North Drive  Great YarmouthNorfolk, East of England, NR304EN","Furzedown Hotel, 19-20, North Drive, Great Yarmouth, East of England, NR304EN",1,2390,2390
"Heath Cottage Hotel & Restaurant, Wakefield Road DewsburyW. Yorks, Kirklees, Yorkshire and The Humber, WF128ET","Heath Cottage Hotel, Wakefield Road, Dewsbury, Kirklees, Yorkshire and The Humber, WF128ET",0,1312,1187
"Paddington Park Hotel, 13 14 Craven Terrace London, Westminster, W23QD","Lancaster Hall Hotel, 35, Craven Terrace",0,3225,3110
"Roseate House London, 3 Westbourne Terrace Lancaster Gate Hyde Park Lancaster Gate, Hyde Park Lancaster GateHyde ParkLondon, Westminster, W23UL","Lancaster Court Hotel, 202-204",0,3846,3807
"Henson Hotel, 23 Clifton Drive Blackpool, North West, FY41NT","Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0,770,160
"Premier Inn Bracknell, Downshire Way BracknellBerkshire, Bracknell Forest, South East, RG127AA","Premier Inn, Downshire Way, Bracknell, , GB, Bracknell Forest, South East, RG127AA",1,1432,1432
"The Orbiston, 76-78 Adelaide Street Blackpool, North West, FY14LA","OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0,2090,3307
"The Original Rosslyn Hotel, 2-4 Main Street RoslinScotland, Midlothian, EH259LE","The Original Rosslyn Inn, Main Street, Midlothian, EH259LE",1,1829,1829
"The New Sandringham Court Hotel, 65 69 Reads Avenue Blackpool, North West, FY14DG","The New Sandringham Court Hotel, 65-69, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DG",1,977,977
"The Bear, Market Place WANTAGE, Vale of White Horse, South East, OX128AB","The Bear Hotel, 14, Market Place, Wantage, Vale of White Horse, South East, OX128AB",1,2635,2635
"Stoke By Nayland Hotel Golf & Spa, Keepers Lane Leavenheath LeavenheathColchesterEssex, Babergh, East of England, CO64PZ","Stoke by Nayland Hotel, Golf & Spa, Keeper's Lane, Leavenheath, , GB, Babergh, East of England, CO64PZ",1,3155,3155
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Adare Hotel, 153, Sussex Gardens, London",0,3558,3002
"Hampton by Hilton Canterbury, 7 St. Margarets Street, Canterbury, , United Kingdom, South East, CT12TP","Hampton by Hilton Canterbury, 7, St. Margaret's Street, Canterbury, Kent, , GB, South East, CT12TP",1,811,811
"Travelodge Birmingham Sutton Coldfield, B4142 Boldmere Road Sutton ColdfieldWest Midlands, Birmingham, B735UP","Travelodge, Boldmere Road, Sutton Coldfield, , GB, Birmingham, West Midlands, B735UP",1,2195,2195
"St. George's Pimlico, 107 & 115 St. George's Drive London, Westminster, SW1V4DA","St. George's Pimlico, 107, St George's Drive, London, Westminster, SW1V4DA",1,673,673
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Nayland Hotel, 132-134, Sussex Gardens, London",0,1626,2519
"Bridge House, 289 High Street Henley in ArdenWarwickshire, Stratford-on-Avon, West Midlands, B955DH","Bridge House Hotel, 289, Stratford Road, Henley-in-Arden, Stratford-on-Avon, West Midlands, B955DH",1,1557,1557
"Villa Mentone Hotel, 11 Park Road Eastcliff Promenade Isle of Wight Shanklin, South East, PO376AY","The Villa Mentone Hotel, 11, Park Road, Shanklin, , GB, Isle of Wight, South East, PO376AY",1,2821,2821
"Tredegar Arms Hotel, 1 Morgan Street, Blaenau Gwent, NP223NA","Tredegar Arms Hotel, Morgan Street, Tredegar, Blaenau Gwent, NP223NA",1,59,59
"Seymour Hotel, 106 Sussex Gardens Hyde ParkLondon, Westminster, W21UH","Orchard Hotel, 86-90, Sussex Gardens, London, Westminster, W21UH",0,2123,1121
"Travelodge Portsmouth, KINGSTON CRESCENT, NORTH END PORTSMOUTH, South East, PO28AB","Travelodge Portsmouth, Kingston Crescent, Portsmouth, , United Kingdom, South East, PO28AB",1,3461,3461
"The Broadway Hotel, Broadway LetchworthHertfordshire, North Hertfordshire, East of England, SG63NZ","The Broadway Hotel, Letchworth Garden City, North Hertfordshire, East of England, SG63NZ",1,2828,2828
"Y Delyn, 2 Chapel Street Beaumaris, Isle of Anglesey, LL588DS","Bishopsgate Hotel and Restaurant, 54, Castle Street, Beaumaris, Isle of Anglesey, LL588BB",0,3667,2347
"The Bold Hotel, BW Signature Collection, 583 Lord Street Southport Merseyside, Sefton, North West, PR90BE","Bold Hotel, 583, Lord Street, Southport, Sefton, North West, PR90BE",1,348,348
"The Hollingdales Hotel, 37-39 Tyldesley Road BlackpoolLancashire, North West, FY15DH","Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0,3096,2452
"Waverley Hotel, 10 Merchant Street Peterhead, Aberdeenshire, AB421BU","waverleyhotelpeterhead.uk, 10, Merchant Street, Peterhead, Aberdeenshire, AB421BU",1,1049,1049
"The Westbridge Hotel, 335-337 High Street London, Newham, E152TF","The Westbridge Hotel, 335-337, High Street, London, Newham, E152TF",1,1211,1211
"Premier Inn Exeter City Centre, 2 Southernhay Gardens, Exeter, Devon , United Kingdom, South West, EX11SG","Premier Inn, 2, Southernhay Gardens, Exeter, South West, EX11SG",1,1006,1006
"Mitre House Hotel, 178-186 Sussex Gardens London, Westminster, W21TU","Admiral Hotel at Park Avenue, 143, Sussex Gardens, London, Westminster, W22RY",0,933,2968
"Gilsland Hall Hotel, Gilsland BramptonCumbria, Cumberland, North West, CA87AR","Gilsland Hall Hotel, Gilsland, Cumberland, North West, CA87AR",1,1939,1939
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Days Inn London Hyde Park, 148-152, Sussex Gardens, London, Westminster, W21UD",1,1626,1626
"Fortywinks, Charnley Road, 10 BLACKPOOL, North West, FY14PF","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,3781,404
"The Swan Inn High Street Gloucestershire Moreton-In-MarshGloucestershire, Cotswold, South West, GL560LL","Redesdale Arms, Cotswold, South West, GL560AW",0,2022,3641
"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1692,178
"Comfort Inn Hyde Park, 73 Queensborough Terrace London, Westminster, W23SU","Central Park Hotel, 49-67, Queensborough Terrace",0,1220,3627
"New Osterley, 80 84 Adelaide Street, Blackpool, North West, FY14LA","New Osterley, 80-84, Adelaide Street, Blackpool, North West, FY14LA",1,1889,1889
"Seymour Hotel, 106 Sussex Gardens Hyde ParkLondon, Westminster, W21UH","Classic Hotel, 92, Sussex Gardens",0,2123,2810
"Osric Apartment, 4A Monmouth Place Flat 3, Bath and North East Somerset, South West, BA12AT","The Yard in Bath, Monmouth Place, Bath and North East Somerset, South West, BA12AT",0,1108,2238
"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2182,84
"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The shrubbery Hotel, 17, Commercial Road, Shepton Mallet, , United Kingdom, Somerset, South West, BA45BU",1,1682,1682
"Hyatt Regency London The Churchill, 30 Portman Square  London, Westminster, W1H7BH","The Churchill, 30, Portman Square, London, , United Kingdom, Westminster, W1H7BH",1,212,212
"The Kings Cross Hotel, 44 Charnley Rd Blackpool, North West, FY14PF","The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Apartment Ivy View, Devonshire Place Brighton, Brighton and Hove, South East, BN21QB","Hudsons, Devonshire Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QA",0,2806,2689
"Beech House Hotel, 60 Bath Road Reading Berkshire, South East, RG302AY","Beech House, Bath Road, Reading, , United Kingdom, South East, RG302AY",1,1415,1415
"The Jacobean Hotel, Holyhead Road Coventry, West Midlands, CV58HX","The Jacobean, Holyhead Road, Coventry, West Midlands, CV58HX",1,3280,3280
"Premier Inn Manchester Wilmslow, Racecourse Road Wilmslow WilmslowCheshire, Cheshire East, North West, SK95LR","Premier Inn Manchester (Wilmslow), Racecourse Road, Cheshire East, North West, SK95LR",1,3798,3798
"Old Parsonage Hotel, 1 Banbury Road Oxford, South East, OX26NN","Old Parsonage Hotel, 1, Banbury Road, Oxford, South East, OX26NN",1,598,598
"Abbeyfield Hotel, Talybont Bangor, Gwynedd, LL573UR","The Slate, Tal Y Bont, Bangor, , GB, Gwynedd, LL573UR",0,1030,2137
"Abbey Lodge, 31 Palatine Road Central Blackpool, North West, FY14BX","Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",0,3452,1526
"King Edward Hotel, 44 King Edward Avenue Blackpool, North West, FY29TA","The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,848
"The Raffles, 11 Blackall Road Devon, Exeter, South West, EX44HD","Raffles B&B, 11, Blackall Road, Exeter, , United Kingdom, South West, EX44HD",1,2296,2296
"Beamish Hall Country House Hotel BW Premier Collection, Beamish StanleyDurham, County Durham, North East, DH90YB","Beamish Hall Country House Hotel, Stanley, County Durham, North East, DH90YB",1,2844,2844
"Trivelles Gatwick, Charlwood Road IfieldwoodCrawley, Horsham, South East, RH110JY","Little Foxes, Charlwood Road, Ifield, Horsham, South East, RH110JY",0,3647,2382
"Queensway Hotel - Sure Hotel Collection by Best Western, 147-149 Sussex Gardens Hyde ParkLondon, Westminster, W22RY","Hyde Park Rooms Hotel, 137, Sussex Gardens",0,3874,2510
"Albany Lions Hotel, Grand Parade Eastbourne, BN214DJ","Mansion (Lions) Hotel, 32-35, Grand Parade, Eastbourne, BN213YS",0,347,2072
"The Lion, 2 Bank Square DulvertonSomerset, South West, TA229BU","Lion Hotel, 2, Bank Square, Dulverton, , GB, Somerset, South West, TA229BU",1,38,38
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","Sandy Beach Hotel, 96-98, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1823,1518
"Crantock Bay House Crantock, Crantock Bay House West Pentire Road, Cornwall, South West, TR85SD","Goose Rock Hotel, West Pentire Road, Crantock, , United Kingdom, Cornwall, South West, TR85SE",0,3080,2384
"The Bonham Hotel, 35 Drumsheugh Gardens Edinburgh, City of Edinburgh, EH37RN","The Resident, 15, Drumsheugh Gardens, Edinburgh, City of Edinburgh, EH37UG",0,2937,3908
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Bluedaws Hotel, 133-135, Sussex Gardens, London",0,3558,1694
"Apex Haymarket Hotel, 90 Haymarket Terrace Edinburgh, City of Edinburgh, EH125LQ","Four Points, 90, Haymarket Terrace, Edinburgh, City of Edinburgh, EH125LQ",1,1250,1250
"Artist Residence Brighton, 34 Regency Square HoveBrightonEast Sussex, Brighton and Hove, South East, BN12FJ","Maldron Hotel, Cannon Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN12DX",0,3740,3811
"The Kennard, 11 Henrietta Street Bath, Bath and North East Somerset, South West, BA26LL","Henrietta House, 27-29, Henrietta Street, , GB, Bath and North East Somerset, South West, BA26LR",0,373,1987
"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL","Vinnies, 205, Promenade, Blackpool, North West, FY15DL",0,2912,1101
"The Elmora Hotel, Albert Road, 49 BLACKPOOL, North West, FY14TA","The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,3797,1692
"Aloft Liverpool, No. 1 North John Street Liverpool, North West, L25QW","Harrison's Aparthotel, 23, North John Street, Liverpool, North West, L25QU",0,2312,2666
"Colson House, 17 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0,3862,2572
"County Hotel, 9 Botchergate Carlisle, Cumberland, North West, CA11QP","Ibis Hotel Carlisle, Botchergate, Carlisle, Cumberland, North West, CA11RL",0,983,1656
"The Portland Grange, 31-32 Bedford Place London, Camden, WC1B5JH","The Buckingham, 39, Bedford Place, London, , GB, Camden, WC1B5JU",0,1893,904
"The Peel Aldergate, 13-14 Aldergate TamworthStaffordshire, West Midlands, B797DL","The Peel Aldergate, 13-14, Aldergate, Tamworth, West Midlands, B797DL",1,761,761
"Sturdy's Castle Country Inn, Banbury Road Tackley KidlingtonOxfordshire, West Oxfordshire, South East, OX53EP","Sturdy's Castle, Banbury Road, West Oxfordshire, , United Kingdom, South East, OX53EP",1,2202,2202
"Dragon Bed And Breakfast, Holyhead Road Betws Y Coed Gwynedd Conwy Betws y CoedConwy, LL240BN","Gwydr Hotel, Holyhead Road, Betws y Coed, , GB, Conwy, LL240AB",0,3116,2935
"The New Valron, 13-15 Trafalgar Road Blackpool, North West, FY16AW","Wembley Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0,732,3395
"The Nayland, 132-134 Sussex Gardens London, Westminster, W21UB","Abbey Court Hotel, 168-172, Sussex Gardens, London, , United Kingdom, Westminster, W23UA",0,2519,1470
"Mercure Edinburgh City Princes Street Hotel, 53 Princes Street Edinburgh, City of Edinburgh, EH22DG","The Old Waverley Hotel, 43, Princes Street, Edinburgh, , GB, City of Edinburgh, EH22BY",0,3107,1130
"Hilton London Wembley, Lakeside Way WembleyLondon, Brent, HA90BU","Hilton London Wembley, Lakeside Way, Wembley, Brent, HA90BU",1,2809,2809
"Glencree WindermereCumbria, Westmorland and Furness, North West, LA232EQ","The Glenburn Hotel, New Road, Windermere, Westmorland and Furness, North West, LA232EE",0,622,3669
"Hall Bank Cottage Rydal, Westmorland and Furness, North West, LA229LT","Rydal Hall, Ambleside, Westmorland and Furness, North West, LA229LX",0,3075,3855
"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0,1658,43
"Tudor Court Hotel, 300 306 Oystermouth Rd Swansea, SA13UJ","Tudor Court Hotel, 300-306, Oystermouth Road, Swansea, , United Kingdom, SA13UJ",1,1918,1918
"Lancaster Holiday Apartments, 302 Promenade Blackpool, North West, FY12EY","Carlton Hotel, 282-286, Promenade, Blackpool, North West, FY12EZ",0,2357,2236
"The Bedford Hotel, 1 Plymouth Road TavistockDevon, West Devon, South West, PL198BB","The Bedford, 1, Plymouth Road, Tavistock, , United Kingdom, West Devon, South West, PL198BB",1,2785,2785
"The Westminster Hotel, 21 Broad Walk BuxtonDerbyshire, High Peak, East Midlands, SK176JR","Roseleigh, Broadwalk, High Peak, , United Kingdom, East Midlands, SK176JR",0,2670,3725
"Avon Hotel, 50 Norfolk Square Hyde ParkLondon, Westminster, W21RT","Belvedere Hotel, 52-54, Norfolk Square, London, , GB, Westminster, W21RT",0,2724,3887
"Severn View Hotel, Newport Street Worcester, West Midlands, WR13NS","Severn View Hotel, 54, Newport Street, Worcester, , United Kingdom, West Midlands, WR13NS",1,2151,2151
"Radisson Blu Hotel, Perth, 1 Leonard Street, Perth and Kinross, PH28HE","Radisson Blu Hotel, 1, Leonard Street, Perth, Perth and Kinross, PH28HE",1,2426,2426
"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","Hotel Columbus, 141, Sussex Gardens, London",0,1388,3630
"Wessex, WEST CLIFF ROAD BOURNEMOUTH, BH25EU","Premier Inn, 11, West Cliff Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EP",0,2214,813
"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Premier Inn Newark, Lincoln Road  Newark Nottinghamshire NewarkNottingham, Newark and Sherwood, East Midlands, NG242DB","Premier Inn, Lincoln Road, Newark, , GB, Newark and Sherwood, East Midlands, NG242DB",1,2981,2981
"The Rowborough, 32 Arthurs Hill Shanklin ShanklinIsle of Wight, South East, PO376EX","Mount House, 20, Arthurs Hill, Shanklin, , GB, Isle of Wight, South East, PO376EE",0,1047,428
"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",1,178,178
"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","Langtry's, 36, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"Whiteley Mill, 39 Nottingham Road StaplefordNottinghamshire, Broxtowe, East Midlands, NG98AD","Whiteley Mill Hotel, 39, Nottingham Road, Nottingham, Broxtowe, East Midlands, NG98AD",1,678,678
"Lyzzick Hall Hotel, Underskiddaw KeswickCumbria, Cumberland, North West, CA124PY","Lyzzick Hall Hotel, Underskiddaw, Cumberland, North West, CA124PY",1,1183,1183
"Pitbauchlie House Hotel, Sure Hotel Collection by BW, Aberdour Road Dunfermline Fife, KY114PB","Pitbauchlie House Hotel, 47, Aberdour Road, Dunfermline, Fife, KY114PB",1,2770,2770
"The Almeria, 61 Hornby Road Blackpool, North West, FY14QJ","The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0,1188,1448
"Royal Oak Hotel, Rosthwaite BorrowdaleKeswickCumbria, Cumberland, North West, CA125XB","The Scafell Hotel, Rosthwaite, Cumberland, North West, CA125XB",1,1333,1333
"Barrons Hotel, 58-60 Hornby Road Blackpool, North West, FY14QJ","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",1,380,380
"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0,1982,43
"Brighton House, 52 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0,2631,3321
"Premier Inn Cobham, Portsmouth Road FairmileCobham, Elmbridge, South East, KT111BW","Premier Inn, Portsmouth Road, Cobham, Elmbridge, South East, KT111BW",1,2523,2523
"The Lamb Inn, Sheep Street Burford Oxfordshire, West Oxfordshire, South East, OX184LR","The Bay Tree, Sheep Street, Burford, , GB, West Oxfordshire, South East, OX184LW",0,2135,3172
"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3275,84
"The Darlington Hyde Park, 111 117 Sussex Gardens Paddington Paddingto London, NW22RU","Royal Cambridge Hotel, 124-126, Sussex Gardens, London",0,1014,1388
"Best Inn Hotel, 10 Argyle Road Ilford, Redbridge, London, IG13BQ","Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",1,2736,2736
"DoubleTree by Hilton Edinburgh Queensferry Crossing, St Margaret's Head North Queensferry North Queensferry, Fife, KY111HP","DoubleTree by Hilton Edinburgh - Queensferry Crossing, St Margaret's Head, North Queensferry, Fife, KY111HP",1,2404,2404
"Ty Gorsaf, 1 High Street  Blaenau Ffestiniog, Gwynedd, LL413ES","Gwesty Ty Gorsaf Hotel, 1, High Street, Blaenau Ffestiniog, Gwynedd, LL413ES",1,2338,2338
"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1104,3202
"The Hotel Fame, 363 South Promenade Blackpool Lancashire, North West, FY16BJ","The Fame, 363, Promenade, Blackpool, , United Kingdom, North West, FY16BJ",1,339,339
"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1692,2138
"Myguesthouse Blackpool, 12 Alexander Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0,1279,1755
"Sherwood Hotel, 64 Reads Avenue Blackpool, North West, FY14DE","The Lanayr Hotel, 73-75, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DG",0,504,2672
"Chapelfield Cottage, Borrowdale, Cumberland, North West, CA125XG","The Langstrath Inn, Stonethwaite, Cumberland, North West, CA125XG",0,3214,1664
"Holiday Inn London Bloomsbury, Coram Street Russell Square London, Camden, WC1N1HT","Holiday Inn, Bloomsbury, Coram Street, London, Camden, WC1N1HT",1,2788,2788
"Roseate House London, 3 Westbourne Terrace Lancaster Gate Hyde Park Lancaster Gate, Hyde Park Lancaster GateHyde ParkLondon, Westminster, W23UL","Fairways Hotel, 186",0,3846,3724
"Lumley Castle, Chester le Street Durham, County Durham, North East, DH34NX","Lumley Castle, Chester-le-Street, County Durham, North East, DH34NX",1,2474,2474
"Park Grand London Kensington, 27/37 Hogarth Road Kensington KensingtonLondon, Kensington and Chelsea, SW50QQ","The Jade, 52, Hogarth Road, London, , GB, Kensington and Chelsea, SW50PU",0,55,3720
"Clayton Hotel Bristol City, Broad Street, Bristol,  United Kingdom, Bristol, City of, South West, BS12EQ","Mercure Grand Hotel, Broad Street, Bristol, Bristol, City of, South West, BS12EL",0,1570,123
"London Lodge Hotel, 134-136 Lexham Gardens KensingtonLondon, Kensington and Chelsea, W86JE","London Lodge Hotel, 134-136, Lexham Gardens",1,2284,2284
"Holiday Inn Express London Luton Airport, 2 Percival Way Luton AirportLuton, East of England, LU29GP","Holiday Inn Express, 2, Percival Way, Luton, East of England, LU29GP",1,1677,1677
"Westlands Of Pitlochry, 160 Atholl Road PitlochryPerthshire, Perth and Kinross, PH165AR","Westlands, 160, Atholl Road, Pitlochry, Perth and Kinross, PH165AR",1,379,379
"44 Curzon Street By Mansley Serviced Apartments, 44 Curzon Street MayfairLondon, Westminster, W1J7UG","Mayfair Guesthouse, 41, Curzon Street, London",0,1012,1122
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","Beauchief Hotel, 48, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,3721,554
"The Feathers Hotel, 25 High Street Ledbury. LedburyHerefordshire, Herefordshire, County of, West Midlands, HR81DS","The Feathers Hotel, 25, High Street, Ledbury, Herefordshire, County of, West Midlands, HR81DS",1,1804,1804
"The Savoy Hotel, West Hill Road Bournemouth Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EJ","The Lodge, 123, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0,2853,2867
"Premier Inn Chelmsford, Main Road Boreham BorehamChelmsford, East of England, CM33HJ","Premier Inn (Boreham), Main Road, Chelmsford, East of England, CM33HJ",1,1938,1938
"Three Falcons Hotel, 1 Orchardson Street Saint JohnÃÂs Wood, Westminster, London, NW88NG","Three Falcons, 1, Orchardson Street, London, Westminster, NW88NG",1,362,362
"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0,1658,2676
"Apartment High Street, ., Brighton and Hove, South East, BN27HF","The White Horse, High Street, Brighton & Hove, , GB, Brighton and Hove, South East, BN27HR",0,2374,90
"Arbor City, 12 Osborn Street Aldgate East City Hotel Apartments/12 London, Tower Hamlets, E16TE","Hampton by Hilton London City, 12-20, Osborn Street, London, Tower Hamlets, E16TE",0,2269,364
"Hoar Cross Hall, Maker Lane.Hoar Cross Hoar CrossBurton upon TrentStaffordshire, East Staffordshire, West Midlands, DE138QS","Hoar Cross Hall, Maker Lane, Burton-on-Trent, , United Kingdom, East Staffordshire, West Midlands, DE138QS",1,167,167
"The Oak Hotel, 66 Harbour Parade RamsgateKent, Thanet, South East, CT118LN","The Oak Hotel, 66, Harbour Parade, Ramsgate, Kent, , GB, Thanet, South East, CT118LN",1,2610,2610
"Esplanade Hotel, 27-29 Marine Parade East Clacton on Sea, Tendring, East of England, CO151UU","Melrose Hotel, 53, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO156AD",0,3903,530
"Kingsway Park, 139 Sussex Gardens Paddington Hyde ParkLondon, Westminster, W22RX","Hyde Park Rooms Hotel, 137, Sussex Gardens",0,49,2510
"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","La Tour, 92-94, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1104,2930
"Huttons Hotel, 53 To 57 Belgrave Rd Victoria  London, Westminster, SW1V2BB","Comfort Inn London, 37-41, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0,2050,245
"The Cabana, 8 Collingwood Road Clacton-on-SeaEssex, Tendring, East of England, CO151UL","The Cabana, 8, Collingwood Road, Clacton-on-Sea, Tendring, East of England, CO151UL",1,3893,3893
"INNSIDE by Melia Newcastle, River View, Bridge Court, The Close,, Quayside, Newcastle-upon-Tyne, England, Newcastle upon Tyne, North East, NE13BE","Travelodge, Close, Newcastle upon Tyne, , GB, North East, NE13BE",1,2622,2622
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Best Western Plus Delmere Hotel, 128-130, Sussex Gardens, London, Westminster, W21UB",0,1626,1903
"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,3493,178
"Surtees Hotel, 94 Warwick Way London, Westminster, SW1V1SB","Surtees Hotel, 94, Warwick Way, London, , United Kingdom, Westminster, SW1V4JA",1,500,500
"Coquet Cottage Amble, 16 Wellwood Street Alnwick, Northumberland, North East, NE650EL","The White Swan Hotel, 16, Bondgate Within, Alnwick, Northumberland, North East, NE661TD",0,3413,1068
"The Edgar Townhouse, 64 Great Pulteney Street BathSomerset, Bath and North East Somerset, South West, BA24DN","The Edgar Town House, 64, Great Pulteney Street, Bath, , United Kingdom, Bath and North East Somerset, South West, BA24DN",1,2620,2620
"Premier Inn Newcastle City Centre, 95 Newgate Street Newcastle  NewcastleTyne And Wear, Newcastle upon Tyne, North East, NE15RF","Premier Inn, 95, Newgate Street, Newcastle upon Tyne, , United Kingdom, North East, NE15RF",1,1701,1701
"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0,3440,160
"Lakeside International Hotel, Wharf Road Frimley Green Frimley GreenSurrey, Surrey Heath, South East, GU166JR","Lakeside International Hotel, Lake Road, Surrey Heath, , United Kingdom, South East, GU166JR",1,1230,1230
"The Bulkeley Hotel, 19 Castle Street Beaumaris Anglesey, Isle of Anglesey, LL588AW","Olde Bull's Head, 12-14, Castle Street, Beaumaris, Isle of Anglesey, LL588AP",0,2478,1446
"Boreland Lodge Hotel, 31 33 Boreland Rd Inverkeithing, Fife, KY111DA","Boreland Lodge Hotel, 31,33, Boreland Road, Inverkeithing, , GB, Fife, KY111DA",1,2964,2964
"Best Western Kinloch Hotel, Blackwaterfoot Isle of Arran, North Ayrshire, KA278ET","Kinloch Hotel, A841;A842, Blackwaterfoot, , United Kingdom, North Ayrshire, KA278ET",0,1417,750
"Seaclyffe Hotel, 11 Church Walks Llandudno Conwy, LL302HG","Warwick House, 54, Church Walks, Llandudno, , GB, Conwy, LL302HL",0,2423,3539
"The Elphinstone Hotel, 145 High Street Biggar, South Lanarkshire, ML126DL","The Elphinstone Hotel, 145, High Street, Biggar, , United Kingdom, South Lanarkshire, ML126DL",1,3459,3459
