orig_indexA,orig_indexB,addressA,addressB,score,Equal
53955,3376,"The Rostrevor Inn, 33-35 Bridge Street RostrevorCounty Down BT 34 3BG, Newry, Mourne and Down, BT343BG","The Rostrevor Inn, 33-35, Bridge Street, Rostrevor, Down, , United Kingdom, Newry, Mourne and Down, BT343BG",0.7111,yes
54003,1335,"The Victoria Hotel, 55 Victoria Street RothesayIsle of Bute, Argyll and Bute, PA200AP","Victoria Hotel, 55, Victoria Street, Rothesay, , United Kingdom, Argyll and Bute, PA200AP",0.7957,yes
54014,3049,"The Esplanade Hotel, 4 High Street Rothesay Isle of Bute, Argyll and Bute, PA209AR","Esplanade Hotel, 4, High Street, Rothesay, , United Kingdom, Argyll and Bute, PA200AS",0.7,yes
54055,5743,"Mercure Tunbridge Wells Hotel, 8 Tonbridge Rd Pembury Pembury Tunbridge Wells, South East, TN24QL","Mercure, Tunbridge Wells, Tonbridge Road, Pembury, South East, TN24QL",0.6849,yes
54063,2892,"The Tunbridge Wells Hotel, 58 The Pantiles Tunbridge Wells, South East, TN25TD","The Tunbridge Wells Hotel, 58, The Pantiles, Tunbridge Wells, , United Kingdom, South East, TN25TE",0.7,yes
54100,5819,"Premier Inn Rugby North, Brownsover Road RugbyWarwickshire, West Midlands, CV211HL","Premier Inn, Brownsover Road, , GB, Rugby, West Midlands, CV211HL",0.6895,yes
54129,2099,"Premier Inn London Ruislip, Ickenham Road RuislipMiddlesex, Hillingdon, London, HA47DR","Premier Inn, Ickenham Road, Ruislip, , United Kingdom, Hillingdon, London, HA47DR",0.7814,yes
54265,1686,"The Hope Anchor, Watch Bell Street Rye East Sussex, Rother, South East, TN317HA","Hope Anchor Hotel, Watchbell Street, Rye, East Sussex, , United Kingdom, Rother, South East, TN317HA",0.7333,yes
54367,8986,"Slepe Hall Hotel, Ramsey Road St IvesCambridgeshire, Huntingdonshire, East of England, PE275RB","Slepe Hall Hotel, Ramsey Road, St Ives, , GB, Huntingdonshire, East of England, PE275RB",0.764,yes
54368,8870,"The Golden Lion Hotel, Market Hill St IvesCambridgeshire, Huntingdonshire, East of England, PE275AL","Golden Lion Hotel, Market Hill, St Ives, Huntingdonshire, East of England, PE275AL",0.764,yes
54415,3964,"Holiday Inn Express Salford Quays, Waterfront Quays Salford Quays  Salford Quays Salford QuaysManchester, North West, M503XW","Holiday Inn Express, Waterfront Quay, Salford, North West, M503XW",0.7903,yes
54416,6130,"Campanile Manchester, 55 Ordsall Lane Regent Road Salford Manchester, North West, M54RS","Campanile Hotel, 55, Ordsall Lane, Salford, North West, M54RS",0.7909,yes
54420,5930,"Travelodge Manchester Salford Quays, 18 Markendale Place Salford, North West, M53GW","Travelodge Hotel Salford Quays, 18, Markendale Place, Salford, North West, M53GW",0.7,yes
54421,7373,"Stay Inn Manchester, Brackfriars Road 55  Manchester Manchester, Salford, North West, M37DB","Stay Inn, 55, Blackfriars Road, Salford, North West, M37DB",0.7324,yes
54423,6951,"Holiday Inn Manchester West, Liverpool Street Manchester, Salford, North West, M54LT","Holiday Inn, Liverpool Street, Salford, North West, M54LT",0.6923,yes
54507,2672,"The Angel Inn, High Street Wangford Suffolk, East Suffolk, East of England, NR348RL","The Angel Inn, 39, High Street, Wangford, , United Kingdom, East Suffolk, East of England, NR348RL",0.75,yes
54639,868,"The Spa Hotel, Saltburn Bank Saltburn-by-the-SeaCleveland, Redcar and Cleveland, North East, TS121HH","Spa Hotel, Saltburn Bank, Saltburn-by-the-Sea, , GB, Redcar and Cleveland, North East, TS121HH",0.6618,yes
54745,10696,"The Lauriston Hotel, 15 South Crescent Road ArdrossanNorth Ayrshire, KA228EA","The Lauriston Hotel, 15, South Crescent Road, Ardrossan, North Ayrshire, KA228EA",0.7839,yes
54748,326,"Chimney House Hotel and Restaurant, Congleton Road SandbachCheshire, Cheshire East, North West, CW114ST","Chimney House Hotel, Congleton Road, Sandbach, , United Kingdom, Cheshire East, North West, CW114ST",0.7186,yes
54758,653,"Trouville Hotel, Esplanade Sandown Sandown Isle of Wight, South East, PO368LB","Trouville Hotel, 10,12,14,16, Esplanade, Sandown, , GB, Isle of Wight, South East, PO368LB",0.75,yes
54789,2974,"Premier Inn Isle of Wight Sandown, Merrie Gardens Newport Road  Sandown, Isle of Wight, South East, PO369PE","Premier Inn, Newport Road, Sandown, , GB, Isle of Wight, South East, PO369PE",0.7846,yes
54794,2783,"Chad Hill Hotel, 7 Hill Street SandownEngland, Isle of Wight, South East, PO369DD","Chad Hill Hotel, 7, Hill Street, Sandown, , United Kingdom, Isle of Wight, South East, PO369DD",0.7784,yes
54850,420,"The Coach House, 12 Market Square Potton Bedfordshire PottonBedfordshire, Central Bedfordshire, East of England, SG192NP","Old Coach House, King Street, Potton, , United Kingdom, Central Bedfordshire, East of England, SG192NP",0.725,yes
54974,7282,"Satis House Hotel, Main Road Main Road YoxfordSaxmundhamSuffolk, East Suffolk, East of England, IP173EX","Satis House, Station Road, , GB, East Suffolk, East of England, IP173EX",0.7217,yes
55130,1996,"The Grosvenor, 51 Grosvenor Road Scarborough North Yorkshire, Yorkshire and The Humber, YO112LZ","The Grosvenor, 51, Grosvenor Road, Scarborough, , United Kingdom, North Yorkshire, Yorkshire and The Humber, YO112LZ",0.7,yes
55159,1992,"Bayhouse, 9 Esplanade Rd  Scarborough, North Yorkshire, Yorkshire and The Humber, YO112AS","Bay House, 9, Esplanade Road, Scarborough, , United Kingdom, North Yorkshire, Yorkshire and The Humber, YO112AS",0.6769,yes
55199,3564,"Carlton House, 1-3 Carlton Terrace Scarborough, North Yorkshire, Yorkshire and The Humber, YO112DE","Carlton House, 1-3, Carlton Terrace, Scarborough, , United Kingdom, North Yorkshire, Yorkshire and The Humber, YO112BZ",0.7,yes
55382,2857,"West End Hotel, 14 Main Street KirkwallOrkney, Orkney Islands, KW151BU","West End, 14, Main Street, Kirkwall, , United Kingdom, Orkney Islands, KW151BU",0.7269,yes
55384,2822,"Albert Hotel, Mounthoolie Lane KirkwallOrkney, Orkney Islands, KW151JZ","Albert Hotel, Mounthoolie Lane, Kirkwall, Orkney, , United Kingdom, Orkney Islands, KW151JZ",0.6548,yes
55386,1458,"The Queens Hotel, 24 Commercial Street LerwickShetland Islands, ZE10AB","Queens Hotel, 24, Commercial Street, Shetland, , United Kingdom, Shetland Islands, ZE10AB",0.7759,yes
55389,1459,"The Kveldsro House Hotel, Greenfield Place LerwickShetland, Shetland Islands, ZE10AQ","Kveldsro House Hotel, 20, Greenfield Place, Shetland, , United Kingdom, Shetland Islands, ZE10AQ",0.669,yes
55394,6352,"Orkneylodge, Houton Bay Scapa Flow Orkney Isles OrphirOrkney Isles, Orkney Islands, KW172RD","Orkney Lodge, Houton Bay, Orphir, Orkney Islands, KW172RD",0.7739,yes
55404,6356,"Bellavista Guest House, Carness Road Kirkwall Orkney, Orkney Islands, KW151UE","Bellavista, Carness Road, St Ola, Orkney Islands, KW151UE",0.7667,yes
55433,10140,"The Storehouse Restaurant with Rooms, Bridge Street WyndKirkwallOrkney, Orkney Islands, KW151JD","The Storehouse, Bridge Street Wynd, Kirkwall, Orkney Islands, KW151JD",0.6662,yes
55501,6877,"Seaham Hall and Serenity Spa, Lord Byrons Walk Seaham County Durham, North East, SR77AG","Seaham Hall Hotel, Lord Byron's Walk, Seaham, County Durham, North East, SR77AG",0.6727,yes
55515,6983,"St. Aidan Hotel & Bistro, 1 St Aidans Seahouses, Northumberland, North East, NE687SR","St Aidans Hotel, 2, Seafield Road, Seahouses, Northumberland, North East, NE687SR",0.7083,yes
55517,3516,"Longstone House Hotel, 182 Main Street SeahousesNorthumberland, North East, NE687UA","Longstone House Hotel, 182, Main Street, Seahouses, Northumberland, , United Kingdom, North East, NE687UA",0.7071,yes
55543,3431,"Bailey Ground Hotel, Drigg Road SeascaleCumbria, Cumberland, North West, CA201NP","Bailey Ground Hotel, Drigg Road, Seascale, , United Kingdom, Cumberland, North West, CA201NP",0.7667,yes
55612,5934,"The Black Bull Inn, 44 Main Street Sedbergh  Cumbria, Westmorland and Furness, North West, LA105BL","The Black Bull, 44, Main Street, Sedbergh, Westmorland and Furness, North West, LA105BL",0.7,yes
55760,9381,"The Bull Hotel Maidstone Sevenoaks, Bull Lane Wrotham Village WrothamKent, Tonbridge and Malling, South East, TN157RF","The Bull Hotel, Bull Lane, Wrotham, , GB, Tonbridge and Malling, South East, TN157RF",0.6588,yes
55806,8200,"The Rowborough, 32 Arthurs Hill Shanklin ShanklinIsle of Wight, South East, PO376EX","The Rowborough, 32, Arthurs Hill, Shanklin, , GB, Isle of Wight, South East, PO376EX",0.7,yes
55809,9546,"Villa Mentone Hotel, 11 Park Road Eastcliff Promenade Isle of Wight Shanklin, South East, PO376AY","The Villa Mentone Hotel, 11, Park Road, Shanklin, , GB, Isle of Wight, South East, PO376AY",0.7997,yes
55837,8119,"The Mayfair Hotel Isle of Wight, 29 Hope Road Eastcliff PromenadeShanklin Isle of Wight, South East, PO376ED","Mayfair Hotel, 29, Hope Road, Shanklin, , GB, Isle of Wight, South East, PO376ED",0.7174,yes
55935,4492,"ibis budget Sheffield Arena, 298 Attercliffe Common Sheffield, Yorkshire and The Humber, S92AG","Ibis Budget, 298, Attercliffe Common, Sheffield, Yorkshire and The Humber, S92AG",0.7,yes
55936,4841,"Mercure Sheffield St Pauls Hotel and Spa, 119 Norfolk street Sheffield, Yorkshire and The Humber, S12JE","Mercure Sheffield St. Paul's Hotel and Spa, 119, Norfolk Street, Sheffield, Yorkshire and The Humber, S12JE",0.7,yes
55945,4269,"Novotel Sheffield Centre, 50 Arundel Gate Sheffield, Yorkshire and The Humber, S12PR","Novotel Sheffield Centre, 50, Arundel Gate, Sheffield, Yorkshire and The Humber, S12PR",0.7,yes
55991,4765,"The Psalter, 180 Psalter Lane Sheffield, Yorkshire and The Humber, S118US","The Psalter, 178-180, Psalter Lane, Sheffield, Yorkshire and The Humber, S118UR",0.7,yes
56169,80,"The Two Lifeboats, 2 High Street SheringhamNorfolk, North Norfolk, East of England, NR268JR","The Two Lifeboats Hotel, 2, High Street, Sheringham, , United Kingdom, North Norfolk, East of England, NR268JR",0.7435,yes
56203,1338,"Haughton Hall, Haughton Lane Shifnal Shropshire, West Midlands, TF118HG","Haughton Hall, Haughton Lane, Shifnal, , GB, Shropshire, West Midlands, TF118HG",0.7,yes
56430,1338,"Haughton Hall, Haughton Lane Shifnal Shropshire, West Midlands, TF118HG","Haughton Hall, Haughton Lane, Shifnal, , GB, Shropshire, West Midlands, TF118HG",0.7,yes
56784,576,"The Victoria Hotel, The Esplanade SidmouthDevon, East Devon, South West, EX108RY","Victoria Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108RY",0.7852,yes
56791,1298,"Royal York & Faulkner Hotel Esplanade SidmouthDevon, East Devon, South West, EX108AZ","Royal York & Faulkner Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108AZ",0.7455,yes
56837,883,"Hempstead House Hotel & Restaurant, London Rd Bapchild BapchildSittingbourne Kent, Swale, South East, ME99PP","Hempstead House Hotel, London Road, Swale, , United Kingdom, South East, ME99PP",0.6547,yes
56874,3286,"County Hotel Skegness, North Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE252UB","The County Hotel, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.7038,yes
56885,3287,"The Sun Hotel, 18-19 North Parade Skegness, East Lindsey, East Midlands, PE252UB","Sun Hotel, North Parade, East Lindsey, , United Kingdom, East Midlands, PE252UB",0.6765,yes
56892,5536,"Greystones, 10 South Parade Lincs SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","Greystones Hotel, 10, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HW",0.74,yes
56902,10251,"The Northdale, 12 Firbeck Avenue SkegnessEngland, East Lindsey, East Midlands, PE253JY","The Northdale, 12, Firbeck Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JY",0.7909,yes
56905,5545,"Hotel No 8, South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","The Balmoral Hotel, 28, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HW",0.7,yes
56923,3289,"The Grand Hotel, 14 North Parade, East Lindsey, East Midlands, PE252UB","Grand Hotel Skegness, 14, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.7765,yes
56936,10225,"Chantry Villa Hotel, 57 Drummond Road SkegnessLincolnshireWest Yorkshire, East Lindsey, East Midlands, PE253EQ","Chantry Villa Hotel, 57, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EQ",0.7529,yes
57239,7411,"Hilton London Heathrow Airport Terminal 5, Poyle Road Colnbrook ColnbrookLondon, Slough, South East, SL30FF","Hilton London Heathrow Airport Terminal 5, Poyle Road, Slough, South East, SL30FF",0.6774,yes
57967,4218,"The St Johns Hotel, 651 Warwick Road SolihullBirmingham, West Midlands, B911AT","St John's Hotel, 651, Warwick Road, Solihull, , GB, West Midlands, B911AT",0.7674,yes
57981,5668,"Nailcote Hall, Nailcote Lane Berkswell BerkswellWarwick, Solihull, West Midlands, CV77DE","Nailcote Hall, Nailcote Lane, Solihull, West Midlands, CV77DE",0.6949,yes
57989,4848,"Premier Inn Solihull South (M42), Stratford Road ShirleySolihull, West Midlands, B904EP","Premier Inn, Stratford Road, Solihull, West Midlands, B904EP",0.7864,yes
57991,5818,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, Main Road, Meriden, Solihull, West Midlands, CV77NF",0.7625,yes
58028,10233,"Travelodge Wincanton, Lawrence Hill Wincanton, Somerset, South West, BA98AB","Travelodge, Lawrence Hill, Wincanton, Somerset, South West, BA98AB",0.7,yes
58117,5086,"Holiday Inn Express Taunton M5 Jct. 25, Blackbrook Way Business Park Blackbrook Park Ave Blackbrook Business ParkTaunton, Somerset, South West, TA12PX","Holiday Inn Express, Blackbrook Park Avenue, Taunton, Somerset, , GB, South West, TA12PX",0.66,yes
58144,1108,"Beryl, Top of Hawkers Lane Wells Somerset, South West, BA53JP","Beryl, Hawker's Lane, Wells, , United Kingdom, Somerset, South West, BA53JP",0.6968,yes
58438,10479,"ibis Bridgwater, Woodlands Court Business Park, Bristol Road, Bridgwater, England, Somerset, South West, TA64FJ","Ibis Bridgwater, Bristol Road, Bridgwater, Somerset, , GB, South West, TA64FJ",0.7,yes
58826,8354,"The Derbyshire Hotel, Carter Lane East South Normanton South Normanton, Bolsover, East Midlands, DE552EH","The Derbyshire Hotel, Carter Lane East, Alfreton, Bolsover, East Midlands, DE552EH",0.6805,yes
58888,6403,"Hilton At The Ageas Bowl Southampton, The Ageas Bowl Stadium Botley Road West End Botley RoadSouthampton, Eastleigh, South East, SO303XH","Hilton Southampton - Utilita Bowl, Botley Road, Southampton, Eastleigh, South East, SO303XH",0.684,yes
58905,4641,"Doubletree by Hilton Southampton, Bracken Place Chilworth ChilworthSouthampton, Test Valley, South East, SO163RB","DoubleTree by Hilton Hotel Southampton, Bracken Place, Southampton, Test Valley, South East, SO163RB",0.7113,yes
59074,5965,"Roslin Beach Hotel, 10 12 Thorpe Esplanade Thorpe BaySouthend-on-SeaEssex, East of England, SS13BG","Roslin Beach Hotel, 10-12, Thorpe Bay Esplanade, Southend-on-Sea, East of England, SS13BG",0.7446,yes
59231,8302,"The Saracens Head Hotel, Market Place Southwell NG25 OHE, Newark and Sherwood, East Midlands, NG250HE","Saracen's Head, Market Place, Southwell, , GB, Newark and Sherwood, East Midlands, NG250HE",0.6846,yes
59234,7800,"The Crown Hotel 11 Market Place SouthwellNottinghamshire, Newark and Sherwood, East Midlands, NG250HE","The Crown Hotel, 11, Market Place, Southwell, , GB, Newark and Sherwood, East Midlands, NG250HE",0.7469,yes
59259,3113,"Woodlands Hotel, 80 Pinchbeck Road SpaldingLincolnshire, South Holland, East Midlands, PE111QF","The Woodlands, 80-84, Pinchbeck Road, Spalding, , GB, South Holland, East Midlands, PE111QF",0.6714,yes
59445,5741,"White Hart Hotel, 23-25 Holywell Hill Saint AlbansHertfordshire, St Albans, East of England, AL11EZ","The White Hart Hotel, 23-25, Holywell Hill, St Albans, Hertfordshire, East of England, AL11EZ",0.75,yes
59447,5740,"The Clarion Collection Hotel St Albans, Ryder House Holywell Hill Ryder HouseSt Albans Hertfordshire, East of England, AL11HG","Clarion Collection Hotel, 27, Holywell Hill, St Albans, East of England, AL11HG",0.666,yes
59592,759,"Travelodge St Austell, Pentewan Road St. Austell Cornwall, South West, PL255BU","Travelodge, Pentewan Road, St Austell, , GB, Cornwall, South West, PL255BU",0.747,yes
59760,1452,"Stone House Farm, Main Street St BeesCumbria, Cumberland, North West, CA270DE","Manor House, 11-12, Main Street, St Bees, , United Kingdom, Cumberland, North West, CA270DE",0.6915,yes
60055,5782,"The Swan Hotel, 46-46a Greengate Street StaffordStaffordshire, West Midlands, ST162JA","Swan Hotel, 46, Greengate Street, Stafford, West Midlands, ST162JA",0.6778,yes
60057,4164,"Premier Inn Stafford North Hurricane, 1 Hurricane Close StaffordStaffordshire, West Midlands, ST161GZ","Premier Inn Stafford North Spitfire, Spitfire Close, West Midlands, ST161GZ",0.7412,yes
60104,4813,"Travelodge Newcastle Under Lyme Central, Lower Street Newcastle Under LymeStaffordshire, Newcastle-under-Lyme, West Midlands, ST52RS","Travelodge, Lower Street, Newcastle-under-Lyme, West Midlands, ST52RS",0.6679,yes
60115,5561,"Stone House Hotel a Bespoke Hotel, Stafford Road StoneStaffordshire, West Midlands, ST150BQ","Stone House Hotel, Stafford Road, West Midlands, ST150BQ",0.6733,yes
60117,4347,"North Stafford Hotel, Winton Square, Station Road, Stoke Stoke-on-Trent, West Midlands, ST42AE","North Stafford Hotel, Winton Square, Stoke-on-Trent, West Midlands, ST42AE",0.7083,yes
60118,6564,"The Roman Way Hotel, Watling Street Hatherton Hatherton CannockWest Midlands, South Staffordshire, WS111SH","The Roman Way, Watling Street, Hatherton, South Staffordshire, West Midlands, WS111SH",0.7247,yes
60123,1317,"Best Western Lichfield City Centre The George Hotel, 12-14 Bird Street LichfieldStaffordshire, West Midlands, WS136PR","George Hotel, 12-14, Bird Street, Lichfield, , United Kingdom, West Midlands, WS136PR",0.7467,yes
60124,11136,"Best Western Plus Manor House Hotel, Audley Rd Alsager AlsagerStaffordshire, Cheshire East, North West, ST72QQ","Manor House Hotel, Audley Road, Cheshire East, North West, ST72QQ",0.7641,yes
60126,4481,"Holiday Inn Express Burton Upon Trent, 2Nd Avenue Centrum 100 ParkwayBurton-on-Trent  Staffordshire, East Staffordshire, West Midlands, DE142WF","Holiday Inn Express, Second Avenue, Burton-on-Trent, East Staffordshire, West Midlands, DE142WF",0.662,yes
60133,5782,"The Swan Hotel, 46-46a Greengate Street StaffordStaffordshire, West Midlands, ST162JA","Swan Hotel, 46, Greengate Street, Stafford, West Midlands, ST162JA",0.6778,yes
60142,8906,"Holiday Inn Birmingham North Cannock, Orbita Plaza Bridge Street  CannockStaffordshire, Cannock Chase, West Midlands, WS110DQ","Holiday Inn, Bridge Street, Cannock, Cannock Chase, West Midlands, WS110DQ",0.7461,yes
60149,8029,"Globe Inn, Lower Gungate TamworthStaffordshire, West Midlands, B797AT","The Globe Inn, Lower Gungate, Tamworth, West Midlands, B797AT",0.6625,yes
60156,975,"Premier Inn Burton On Trent East, Ashby Road East Burton On TrentStaffordshire, South Derbyshire, East Midlands, DE150PU","Premier Inn, Ashby Road East, Burton-on-Trent, , United Kingdom, South Derbyshire, East Midlands, DE150PU",0.6571,yes
60163,4164,"Premier Inn Stafford North Hurricane, 1 Hurricane Close StaffordStaffordshire, West Midlands, ST161GZ","Premier Inn Stafford North Spitfire, Spitfire Close, West Midlands, ST161GZ",0.7412,yes
60165,974,"Premier Inn Tamworth Central, Bonehill Road Bitterscote BitterscoteTamworth, West Midlands, B783HQ","Premier Inn - Tamworth Central, Bonehill Road, Tamworth, , United Kingdom, West Midlands, B783HQ",0.7053,yes
60170,234,"The Bank House Hotel, Church Street UttoxeterStaffordshire, East Staffordshire, West Midlands, ST148AG","The Bank House Hotel, Church Street, Uttoxeter, , United Kingdom, East Staffordshire, West Midlands, ST148AG",0.6592,yes
60219,4969,"The Peel Aldergate, 13-14 Aldergate TamworthStaffordshire, West Midlands, B797DL","The Peel Aldergate, 13-14, Aldergate, Tamworth, West Midlands, B797DL",0.735,yes
60239,516,"Peak Weavers 21 King Street LeekStaffordshire, Staffordshire Moorlands, West Midlands, ST135NW","Peak Weavers Hotel, 21, King Street, Staffordshire Moorlands, , United Kingdom, West Midlands, ST135NW",0.765,yes
60436,5730,"Travelodge Staines, Hale Street Two Rivers Two RiversStaines, Spelthorne, South East, TW184UW","Travelodge, Hale Street, Staines-upon-Thames, Surrey, Spelthorne, South East, TW184UW",0.7812,yes
60486,8893,"Crown Hotel Stamford, All Saints Place StamfordLincolnshire, South Kesteven, East Midlands, PE92AG","Crown Hotel, 6, All Saints Place, Stamford, , GB, South Kesteven, East Midlands, PE92AG",0.6811,yes
60527,8720,"Hampton by Hilton Stansted Airport, Bassingbourn Road Stansted, Uttlesford, East of England, CM241QW","Hampton by Hilton London Stansted Airport, Bassingbourn Road, Stansted, Uttlesford, East of England, CM241QW",0.7,yes
60563,10449,"Premier Inn Stevenage North, Coreys Mill Lane Herts  Stevenage Hertfordshire StevenageHertfordshire, East of England, SG14AA","Premier Inn, Coreys Mill Lane, Stevenage, East of England, SG14AA",0.7459,yes
60765,7404,"Stoke By Nayland Hotel Golf & Spa, Keepers Lane Leavenheath LeavenheathColchesterEssex, Babergh, East of England, CO64PZ","Stoke by Nayland Hotel, Golf & Spa, Keeper's Lane, Leavenheath, , GB, Babergh, East of England, CO64PZ",0.764,yes
60778,4347,"North Stafford Hotel, Winton Square, Station Road, Stoke Stoke-on-Trent, West Midlands, ST42AE","North Stafford Hotel, Winton Square, Stoke-on-Trent, West Midlands, ST42AE",0.7083,yes
60779,11136,"Best Western Plus Manor House Hotel, Audley Rd Alsager AlsagerStaffordshire, Cheshire East, North West, ST72QQ","Manor House Hotel, Audley Road, Cheshire East, North West, ST72QQ",0.7641,yes
60875,5561,"Stone House Hotel a Bespoke Hotel, Stafford Road StoneStaffordshire, West Midlands, ST150BQ","Stone House Hotel, Stafford Road, West Midlands, ST150BQ",0.6733,yes
60895,3632,"Queens Hotel Stonehaven, 9 Allardice Street Stonehaven, Aberdeenshire, AB392BS","Queen's Hotel, 9, Allardice Street, Stonehaven, , United Kingdom, Aberdeenshire, AB392BQ",0.7,yes
60931,4729,"Cabarfeidh Hotel, Perceval Road South Perceval Road SouthStornowayIsle Of Lewis, Na h-Eileanan Siar, HS12EU","The Caberfeidh, Perceval Road South, Stornoway, , GB, Na h-Eileanan Siar, HS12EU",0.6541,yes
61010,7236,"Best Western Cedars Hotel, Needham Road StowmarketSuffolk, Mid Suffolk, East of England, IP142AJ","The Cedars, Needham Road, Stowmarket, Mid Suffolk, East of England, IP142AJ",0.7057,yes
61042,10146,"The Thistle Inn, 47 Dalrymple Street StranraerWigtownshire, Dumfries and Galloway, DG97EY","Thistle Inn, 47, Dalrymple Street, Stranraer, Dumfries and Galloway, DG97EY",0.7778,yes
61046,3244,"Craignelder Hotel, Cairnryan Road StranraerDumfries & Galloway, Dumfries and Galloway, DG98HA","Craignelder Hotel, Cairnryan Road, Stranraer, , United Kingdom, Dumfries and Galloway, DG98HA",0.6826,yes
61056,3241,"Quay Head View, Market Street Quay Head View Quay Head ViewStranraer, Dumfries and Galloway, DG97RF","Quay Head View, Fisher Street, Stranraer, , United Kingdom, Dumfries and Galloway, DG97RF",0.6778,yes
61070,561,"Corsewall Castle Farm Lodges, Corsewall Castle Farm Kirkcolm, Dumfries and Galloway, DG90QG","Corsewall Lighthouse Hotel, Corsewall Point, Kirkcolm, , United Kingdom, Dumfries and Galloway, DG90QG",0.7,yes
61095,11147,"Macdonald Swan's Nest Hotel, Bridgefoot Stratford-upon-Avon, Stratford-on-Avon, West Midlands, CV377LT","Macdonald Swan's Nest Hotel, Stratford-on-Avon, West Midlands, CV377LT",0.7252,yes
61114,3679,"DoubleTree by Hilton Stratford-upon-Avon, Arden Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376QQ","Double Tree by Hilton, Arden Street, Stratford-on-Avon, , United Kingdom, West Midlands, CV376QQ",0.7861,yes
61114,5629,"DoubleTree by Hilton Stratford-upon-Avon, Arden Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376QQ","DoubleTree by Hilton Stratford-upon-Avon, Arden Street, Stratford-upon-Avon, Stratford-on-Avon, West Midlands, CV376QQ",0.7779,yes
61130,8651,"Stratford Limes Hotel, 41 Main Street TiddingtonStratford-upon-Avon, Stratford-on-Avon, West Midlands, CV377AS","Stratford Limes Hotel, 41, Main Street, Stratford upon Avon, Stratford-on-Avon, West Midlands, CV377AS",0.7404,yes
61136,5656,"The Townhouse, 16 Church Street Townhouse Stratford Upon AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376HB","The Townhouse, 16, Church Street, Stratford-upon-Avon, Stratford-on-Avon, West Midlands, CV376HB",0.7322,yes
61203,6541,"Strathblane Country House Hotel, Milngavie Road GLASGOW, Stirling, G639EH","Strathblane Country House, 41, 41 Milngavie Road, Strathblane, Stirling, G639EH",0.771,yes
61281,10557,"Wild Garlic Restaurant & Rooms, 3 Cossack Square Nailsworth Nailsworth Glos, Stroud, South West, GL60DB","Wild Garlic Rooms, 3, Cossack Square, Stroud, South West, GL60DB",0.768,yes
61290,6390,"The Painswick, Kemps Lane Painswick PainswickGloucestershire, Stroud, South West, GL66YB","The Painswick Hotel, Kemps Lane, Stroud, South West, GL66YB",0.7091,yes
61333,10855,"Plumber Manor, Sturminster Newton  Dorset, South West, DT102AF","Plumber Manor Country House Hotel & Restaurant, Dorset, South West, DT102AF",0.734,yes
61387,5722,"Travelodge Sunbury M3, Hanworth Road Sunbury-on-Thames Middlesex, Spelthorne, South East, TW165DA","Travelodge Sunbury M3, Hanworth Road, Sunbury-on-Thames, Surrey, , GB, Spelthorne, South East, TW165DA",0.7,yes
61394,9708,"Roker Hotel BW Premier Collection, Roker Terrace SunderlandTyne And Wear, North East, SR69ND","Roker Hotel, Roker Terrace, Sunderland, North East, SR69ND",0.7716,yes
61435,428,"Hotel Bosco, 9 St. Mark's Hill SurbitonLondon, Kingston upon Thames, KT64LQ","Bosco Hotel & Lounge, 9, St. Mark's Hill, Surbiton, , United Kingdom, Kingston upon Thames, London, KT64LQ",0.7043,yes
61443,3248,"ibis London Sutton Point, 8 Sutton Plaza Sutton Ct Road Sutton, Sutton, , United Kingdom, London, SM14FS","ibis London Sutton Point, 8, Sutton Court Road, Sutton, , United Kingdom, SM14FS",0.7909,yes
61544,3543,"Village Hotel Swansea, Langdon Road SwanseaWest Glamorgan, SA18QY","The Village, Langdon Road, Swansea, , United Kingdom, SA18QY",0.6565,yes
61732,1624,"Swandown Hotel, 36 37 Victoria Road Swindon SwindonWiltshire, South West, SN13AS","Swandown Hotel, 36-37, Victoria Road, Swindon, , United Kingdom, South West, SN13AS",0.7,yes
61737,11170,"DoubleTree by Hilton Swindon, Lydiard Fields Great Western Way Great Western WaySwindon, Wiltshire, South West, SN58UZ","DoubleTree by Hilton Hotel Swindon, Great Western Way, Swindon, , GB, Wiltshire, South West, SN58UZ",0.725,yes
61899,8029,"Globe Inn, Lower Gungate TamworthStaffordshire, West Midlands, B797AT","The Globe Inn, Lower Gungate, Tamworth, West Midlands, B797AT",0.6625,yes
