orig_indexA,orig_indexB,addressA,addressB,score,Match
7408,11055,"Holiday Inn Express Bradford City Centre, The Leisure Exchange, Vicar Lane Bradford, Yorkshire and The Humber, BD15LD","Holiday Inn Express, Vicar Lane, Bradford, Yorkshire and The Humber, BD15LD",0.5961,0
7420,3269,"The Park Hotel, 6 Oak Avenue Bradford, Yorkshire and The Humber, BD87AQ","Dubrovnik Hotel, 3, Oak Avenue, Bradford, , GB, Yorkshire and The Humber, BD87AQ",0.5,0
7491,5499,"Holiday Inn Express Braintree, Panners Roundabout Notley Cross Notley CrossBraintree, East of England, CM777AB","Holiday Inn Express, Braintree, East of England, CM777AB",0.5,0
7717,9526,"Ty Helyg Guest House, 39 Watton Brecon Powys, LD37EG","Grange Guest House, 22, Watton, Brecon, Powys, LD37ED",0.5484,0
7719,9525,"Borderers Guesthouse, 47 Watton Brecon, Powys, LD37EG","The Gremlin Hotel, 48, The Watton, Brecon, , GB, Powys, LD37EG",0.525,0
7833,3635,"The Old Vicarage, Worfield BridgnorthShropshire, West Midlands, WV155JZ","The Old Vicarage Hotel, Hallon, Bridgnorth, , GB, Shropshire, West Midlands, WV155JZ",0.5,0
7987,1871,"Edelweiss Guest House, Windsor Crescent, 86/88 BRIDLINGTON, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA","Doriam Guest House, 35, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX",0.5041,0
7987,1872,"Edelweiss Guest House, Windsor Crescent, 86/88 BRIDLINGTON, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA","The Cavendish, 42, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY",0.5042,0
8023,1871,"Chatley Court, 54-56 Windsor Crescent Bridlington, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA","Doriam Guest House, 35, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX",0.5221,0
8023,1872,"Chatley Court, 54-56 Windsor Crescent Bridlington, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA","The Cavendish, 42, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY",0.5238,0
8027,9201,"Lobster Pot by Marston's, 184 Kingsgate  Bridlington, East Riding of Yorkshire, Yorkshire and The Humber, YO153NG","Marstons Sleep Inn, Kingsgate, Bridlington, East Riding of Yorkshire, Yorkshire and The Humber, YO153NG",0.5287,0
8036,1871,"Leeds House Guest House, 40 Windsor Crescent Bridlington East Yorkshire, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY","Doriam Guest House, 35, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX",0.5,0
8141,2597,"Court House Farmhouse Bridport, Court House Farm Whitchurch Canonicorum, Dorset, South West, DT66RQ","Berehayes Holiday Cottages, Gassons Lane, Whitchurch Canonicorum, , United Kingdom, Dorset, South West, DT66RQ",0.5404,0
8164,1887,"Sandpiper Chalet Bridport, Eype Mouth Chalet Park Eype, Dorset, South West, DT66AL","Eype's Mouth Country Hotel, Mount Lane, Bridport, , United Kingdom, Dorset, South West, DT66AL",0.5,0
8198,5182,"Premier Inn Huddersfield North, Wakefield Road Brighouse BrighouseWest Yorkshire, Calderdale, Yorkshire and The Humber, HD64HA","Premier Inn, Wakefield Road, Brighouse, , GB, Calderdale, Yorkshire and The Humber, HD64HA",0.5471,0
8201,6757,"Jurys Inn Brighton Waterfront, Kings Road  Brighton, Brighton and Hove, South East, BN12GS","Queens Hotel, 1-5, Kings Road, Brighton, Brighton and Hove, South East, BN11NS",0.5364,0
8201,6835,"Jurys Inn Brighton Waterfront, Kings Road  Brighton, Brighton and Hove, South East, BN12GS","The Old Ship Hotel, 31-38, Kings Road, Brighton, Brighton and Hove, South East, BN11NR",0.544,0
8208,5370,"Five Brighton, 5 New Steine BrightonThe City of Brighton and Hove, South East, BN21PB","Gulliver's Hotel, 13, New Steine, Brighton and Hove, South East, BN21PB",0.5897,0
8209,5376,"Legends Hotel Brighton, 31-34 Marine Parade BrightonThe City of Brighton and Hove, South East, BN21TR","Legends Hotel, 31-34, Marine Parade, Brighton and Hove, South East, BN21TS",0.5053,0
8213,3084,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0.5631,0
8213,5367,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0.5674,0
8213,5368,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Brighton House, 52, Regency Square, Brighton and Hove, South East, BN12FF",0.5447,0
8213,5369,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0.5339,0
8213,5380,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5359,0
8213,5383,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Royal Pavillion Townhouse, 12, Regency Square",0.5,0
8216,3317,"27 Brighton, 27 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.525,0
8216,3322,"27 Brighton, 27 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.525,0
8229,5361,"Drakes of Brighton, 43-44 Marine Parade Brighton, Brighton and Hove, South East, BN21PE","New Madeira Hotel, 19-23, Marine Parade, Brighton, Brighton and Hove, South East, BN21TL",0.5,0
8229,5376,"Drakes of Brighton, 43-44 Marine Parade Brighton, Brighton and Hove, South East, BN21PE","Legends Hotel, 31-34, Marine Parade, Brighton and Hove, South East, BN21TS",0.5048,0
8234,1643,"The Alvia, 36 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QF","Maon Hotel, 26, Upper Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QE",0.5204,0
8238,1084,"Holiday Inn Brighton Seafront, 137 Kings Road  BrightonEast Sussex, Brighton and Hove, South East, BN12JF","Holiday Inn, 137, Kings Road, Brighton, , GB, Brighton and Hove, South East, BN12FU",0.5818,0
8241,3418,"Paskins Brighton, 18/19 Charlotte Street BrightonEast Sussex, Brighton and Hove, South East, BN21AG","Marina House Hotel, 8, Charlotte Street, Brighton, , United Kingdom, Brighton and Hove, South East, BN21AE",0.5133,0
8246,5380,"Hotel Una, 55/56 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5847,0
8246,5382,"Hotel Una, 55/56 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5522,0
8246,5385,"Hotel Una, 55/56 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0.5152,0
8250,5382,"Brighton House, 52 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5487,0
8250,5385,"Brighton House, 52 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0.5,0
8253,3733,"Artist Residence Brighton, 34 Regency Square HoveBrightonEast Sussex, Brighton and Hove, South East, BN12FJ","Maldron Hotel, Cannon Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN12DX",0.5,0
8259,3317,"Colson House, 17 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5202,0
8259,3322,"Colson House, 17 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5086,0
8262,3317,"Four Seasons Guest House, 3 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5048,0
8262,3322,"Four Seasons Guest House, 3 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5,0
8267,5370,"Marine View, 24 New Steine Brighton East Sussex, Brighton and Hove, South East, BN21PD","Gulliver's Hotel, 13, New Steine, Brighton and Hove, South East, BN21PB",0.597,0
8267,5374,"Marine View, 24 New Steine Brighton East Sussex, Brighton and Hove, South East, BN21PD","five, 5, New Steine, Brighton and Hove, South East, BN21PB",0.5996,0
8270,2790,"The Square Hotel, 4 New Steine Brighton, Brighton and Hove, South East, BN21PB","The Charm Brighton Boutique Hotel, 20-21, New Steine, Brighton, , United Kingdom, Brighton and Hove, South East, BN21PD",0.5988,0
8271,5382,"The Beach Hotel, 1-4 Regency Square BrightonEast Sussex, Brighton and Hove, South East, BN12FG","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5935,0
8275,5380,"The Queensbury Hotel, 58 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5654,0
8275,5382,"The Queensbury Hotel, 58 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5723,0
8275,5385,"The Queensbury Hotel, 58 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0.5428,0
8276,3314,"The Charm Brighton Boutique Hotel, 20-21 New Steine Brighton, Brighton and Hove, South East, BN21PD","The Square Hotel, 4, New Steine, Brighton, , GB, Brighton and Hove, South East, BN21PB",0.5879,0
8276,5373,"The Charm Brighton Boutique Hotel, 20-21 New Steine Brighton, Brighton and Hove, South East, BN21PD","Strawberry Fields, 6-7, New Steine, Brighton and Hove, South East, BN21PB",0.5992,0
8276,5374,"The Charm Brighton Boutique Hotel, 20-21 New Steine Brighton, Brighton and Hove, South East, BN21PD","five, 5, New Steine, Brighton and Hove, South East, BN21PB",0.5886,0
8278,5370,"Hamptons Brighton, 3 New Steine BrightonEast Sussex, Brighton and Hove, South East, BN21PB","Gulliver's Hotel, 13, New Steine, Brighton and Hove, South East, BN21PB",0.5778,0
8278,10913,"Hamptons Brighton, 3 New Steine BrightonEast Sussex, Brighton and Hove, South East, BN21PB","New Steine, 10-11, New Steine, Brighton and Hove, South East, BN21PB",0.5941,0
8280,3084,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0.5614,0
8280,5367,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0.5604,0
8280,5368,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Brighton House, 52, Regency Square, Brighton and Hove, South East, BN12FF",0.5485,0
8280,5369,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0.5386,0
8280,5380,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5501,0
8280,5383,"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Royal Pavillion Townhouse, 12, Regency Square",0.5,0
8281,5380,"The Prince Regent, 29 Regency Square East Sussex Brighton, Brighton and Hove, South East, BN12FH","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.51,0
8283,5370,"Alston House Hotel, 28 New Steine Brighton, Brighton and Hove, South East, BN21PD","Gulliver's Hotel, 13, New Steine, Brighton and Hove, South East, BN21PB",0.5797,0
8283,5372,"Alston House Hotel, 28 New Steine Brighton, Brighton and Hove, South East, BN21PD","New Steine, 10-11, New Steine, Brighton and Hove, South East, BN21PB",0.5954,0
8283,10913,"Alston House Hotel, 28 New Steine Brighton, Brighton and Hove, South East, BN21PD","New Steine, 10-11, New Steine, Brighton and Hove, South East, BN21PB",0.5906,0
8288,3317,"Starlings Guest House, 12 Upper Rock Gardens Kemp Town Kemp TownBrightonEast Sussex, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5617,0
8288,3322,"Starlings Guest House, 12 Upper Rock Gardens Kemp Town Kemp TownBrightonEast Sussex, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5474,0
8292,2790,"Strawberry Fields, 6 7 New Steine Brighton, Brighton and Hove, South East, BN21PB","The Charm Brighton Boutique Hotel, 20-21, New Steine, Brighton, , United Kingdom, Brighton and Hove, South East, BN21PD",0.5872,0
8292,3323,"Strawberry Fields, 6 7 New Steine Brighton, Brighton and Hove, South East, BN21PB","Ambassador Hotel, 22,23, New Steine, Brighton, , GB, Brighton and Hove, South East, BN21PD",0.5941,0
8293,5360,"Smart Brighton Beach, First Floor 79 81 West Street Brighton, Brighton and Hove, South East, BN12RA","Travelodge, 12-14, West Street, Brighton, , GB, Brighton and Hove, South East, BN12RE",0.5822,0
8295,5376,"A Room With A View, 41 Marine Parade Brighton, Brighton and Hove, South East, BN21PE","Legends Hotel, 31-34, Marine Parade, Brighton and Hove, South East, BN21TS",0.5,0
8304,6835,"Max Serviced Apartments Brighton Charter House, 12-15 Kings Road Brighton City CentreBrighton Brighton and Hove, South East, BN11NE","The Old Ship Hotel, 31-38, Kings Road, Brighton, Brighton and Hove, South East, BN11NR",0.5,0
8308,3418,"Brighton Surf Guest House, 16 Charlotte Street Brighton and Hove Brighton, South East, BN21AG","Marina House Hotel, 8, Charlotte Street, Brighton, , United Kingdom, Brighton and Hove, South East, BN21AE",0.5,0
8318,3317,"Avalon Lifestyle Guest House, 7 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5921,0
8318,3322,"Avalon Lifestyle Guest House, 7 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5797,0
8321,3310,"Baggies Backpackers, 33 Oriental Place Brighton, Brighton and Hove, South East, BN12LL","The Oriental, 9, Oriental Place, Brighton, , GB, Brighton and Hove, South East, BN12LJ",0.5729,0
8329,5367,"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0.59,0
8329,5380,"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5918,0
8329,5382,"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5003,0
8329,5385,"Old Regency Bakery, 50 Regency Square Brighton, Brighton and Hove, South East, BN12FJ","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0.5,0
8331,3317,"Maon Hotel, 26 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Upper Rock Rooms, 36, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5776,0
8331,3322,"Maon Hotel, 26 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0.5651,0
8332,3318,"Brighton Metro Pad, 122A Kings Road Brighton, Brighton and Hove, South East, BN12FA","Selina Brighton, 135,136, Kings Road, Brighton, , GB, Brighton and Hove, South East, BN12HX",0.5,0
8332,4707,"Brighton Metro Pad, 122A Kings Road Brighton, Brighton and Hove, South East, BN12FA","DoubleTree by Hilton Brighton Metropole, Kings Road, Brighton & Hove, , GB, Brighton and Hove, South East, BN12FU",0.5947,0
8332,5393,"Brighton Metro Pad, 122A Kings Road Brighton, Brighton and Hove, South East, BN12FA","Granville, 123-125, Kings Road, Brighton, BN12FY",0.5,0
8346,1084,"Stay in the heart of.. Brighton, Kings Road East Sussex, Brighton and Hove, South East, BN12JG","Holiday Inn, 137, Kings Road, Brighton, , GB, Brighton and Hove, South East, BN12FU",0.5654,0
8346,4707,"Stay in the heart of.. Brighton, Kings Road East Sussex, Brighton and Hove, South East, BN12JG","DoubleTree by Hilton Brighton Metropole, Kings Road, Brighton & Hove, , GB, Brighton and Hove, South East, BN12FU",0.5,0
8346,5386,"Stay in the heart of.. Brighton, Kings Road East Sussex, Brighton and Hove, South East, BN12JG","The Kings Hotel, 139-141, Kings Road, Brighton, Brighton and Hove, South East, BN12NA",0.5,0
8364,6835,"Kings Road Studio, 41 Kings Road, Brighton and Hove, South East, BN11NA","The Old Ship Hotel, 31-38, Kings Road, Brighton, Brighton and Hove, South East, BN11NR",0.5798,0
8371,1643,"Brighton Rock Apartment, 49 Upper Rock Gardens Flat 2, Brighton and Hove, South East, BN21QF","Maon Hotel, 26, Upper Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QE",0.5806,0
8381,11133,"Roomspace Apartments Princes House, 169 North Street, Brighton and Hove, South East, BN11EA","Premier Inn Brighton City Centre, 144, North Street, Brighton, Brighton and Hove, South East, BN11RE",0.5,0
8384,3084,"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0.5969,0
8384,5367,"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0.5756,0
8384,5380,"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.5973,0
8384,5382,"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0.5,0
8384,5385,"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG",0.5,0
8386,3312,"Kemptown's Big House To 16 Guests Roof Terrace High Speed Wifi, 11 Bedford Street, Brighton and Hove, South East, BN21AN","Grey's Hotel, 11, Charlotte Street, Brighton, , GB, Brighton and Hove, South East, BN21AG",0.5135,0
8403,3315,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","The Lanes Hotel, 70, Marine Parade, Brighton, , GB, Brighton and Hove, South East, BN21AE",0.5561,0
8403,5362,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5,0
8403,10914,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5,0
8403,10915,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5,0
8403,10916,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5,0
8406,3084,"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0.527,0
8406,5367,"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","The Queensbury, 58, Regency Square, Brighton and Hove, South East, BN12FF",0.5192,0
8406,5368,"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","Brighton House, 52, Regency Square, Brighton and Hove, South East, BN12FF",0.527,0
8406,5369,"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0.527,0
8406,5380,"Stylish Seaside Flat in Brighton, Regency Square, Brighton and Hove, South East, BN12FJ","Artist Residence, 33, Regency Square, Brighton and Hove, South East, BN12GG",0.527,0
8431,5361,"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR","New Madeira Hotel, 19-23, Marine Parade, Brighton, Brighton and Hove, South East, BN21TL",0.5,0
8431,5376,"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR","Legends Hotel, 31-34, Marine Parade, Brighton and Hove, South East, BN21TS",0.5824,0
8431,10914,"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.592,0
8461,5361,"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","New Madeira Hotel, 19-23, Marine Parade, Brighton, Brighton and Hove, South East, BN21TL",0.54,0
8461,5362,"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5644,0
8461,10914,"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5468,0
8461,10915,"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5562,0
8461,10916,"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0.5723,0
8467,5360,"West Street Mews House City Centre To 8 Guests, Mews House 20 West Street, Brighton and Hove, South East, BN12RS","Travelodge, 12-14, West Street, Brighton, , GB, Brighton and Hove, South East, BN12RE",0.5531,0
8482,5386,"Beaches Brighton, Apartment 2 Cumberland Court 150 Kings Road, Brighton and Hove, South East, BN12PJ","The Kings Hotel, 139-141, Kings Road, Brighton, Brighton and Hove, South East, BN12NA",0.5,0
8482,5395,"Beaches Brighton, Apartment 2 Cumberland Court 150 Kings Road, Brighton and Hove, South East, BN12PJ","Brighton Hotel, 143-145, Kings Road, Brighton, Brighton and Hove, South East, BN12PQ",0.5375,0
8491,5360,"Avalon Balcony Apartment, West Street, Brighton and Hove, South East, BN12RP","Travelodge, 12-14, West Street, Brighton, , GB, Brighton and Hove, South East, BN12RE",0.5361,0
8500,6743,"Apartment High Street, ., Brighton and Hove, South East, BN27HF","The White Horse, High Street, Brighton & Hove, , GB, Brighton and Hove, South East, BN27HR",0.5,0
8501,3446,"Apartment Ivy View, Devonshire Place Brighton, Brighton and Hove, South East, BN21QB","Hudsons, Devonshire Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QA",0.5432,0
8515,2982,"Marina Central, Flat 2, Brighton and Hove, South East, BN25UW","Malmaison, Waterfront, Brighton, , United Kingdom, Brighton and Hove, South East, BN25WA",0.5977,0
8527,3418,"Striking Seaside One Bed Balcony Flat in Brighton, Flat 4, 14 Charlotte St, Brighton, Brighton and Hove, South East, BN21AG","Marina House Hotel, 8, Charlotte Street, Brighton, , United Kingdom, Brighton and Hove, South East, BN21AE",0.5571,0
8546,5179,"Mercure Bristol Grand Hotel, Broad Street Bristol, Bristol, City of, South West, BS12EL","Clayton Hotel, 37-38, Broad Street, Bristol, Bristol, City of, South West, BS12EQ",0.5265,0
8546,5181,"Mercure Bristol Grand Hotel, Broad Street Bristol, Bristol, City of, South West, BS12EL","Harbour Hotel, 49-55, Corn Street, Bristol, Bristol, City of, South West, BS11HT",0.5061,0
8585,7303,"The Westbourne, 40-44 St Pauls Rd CliftonBristol, Bristol, City of, South West, BS81LR","OYO The Regency, 40-44, Saint Paul's Road, Bristol, , GB, Bristol, City of, South West, BS81LR",0.5143,0
8595,3820,"SACO Bristol Broad Quay, Central Quay South Broad QuayBristol, Bristol, City of, South West, BS14AW","Bristol Marriott Royal Hotel, College Green, Bristol, , GB, Bristol, City of, South West, BS15TA",0.5,0
8596,3820,"Radisson Blu Hotel Bristol, Broad Quay Bristol & West House Bristol, Bristol, City of, South West, BS14BY","Bristol Marriott Royal Hotel, College Green, Bristol, , GB, Bristol, City of, South West, BS15TA",0.5,0
8638,5163,"Hampton by Hilton Bristol City Centre, Bond Street Bristol, Bristol, City of, South West, BS13LQ","Holiday Inn, Bond Street, Bristol, Bristol, City of, South West, BS13LE",0.5788,0
8651,5159,"SACO Bristol West India House, 2-4 Welsh Back Bristol, Bristol, City of, South West, BS14SS","Mercure Brigstow Hotel, 5-7, Welsh Back, Bristol, Bristol, City of, South West, BS14SP",0.5963,0
8662,6049,"Berkeley Suites, 6 Berkeley Crescent Bristol, Bristol, City of, South West, BS81HA","The Berkeley Square Hotel, 15, Berkeley Square, Bristol, Bristol, City of, South West, BS81HB",0.5063,0
8690,7199,"Beech House, 6 St. Paul's Road Clifton Bristol, Bristol, City of, South West, BS81LT","Washington Hotel, 9-15, Saint Paul's Road, Bristol, Bristol, City of, South West, BS81LX",0.5274,0
8697,6049,"Yourapartment Berkeley Sq Pads, 7 Berkeley Square Bristol, Bristol, City of, South West, BS81HG","The Berkeley Square Hotel, 15, Berkeley Square, Bristol, Bristol, City of, South West, BS81HB",0.5897,0
8748,5180,"Clayton Hotel Bristol City, Broad Street, Bristol,  United Kingdom, Bristol, City of, South West, BS12EQ","Mercure Grand Hotel, Broad Street, Bristol, Bristol, City of, South West, BS12EL",0.5407,0
8765,7208,"Character Apartment Central Bristol, King Street, Bristol, City of, South West, BS14EF","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0.5,0
8800,7199,"Apartment in Prime Clifton Location, St Paul's Rd, Bristol, City of, South West, BS81LR","Washington Hotel, 9-15, Saint Paul's Road, Bristol, Bristol, City of, South West, BS81LX",0.5483,0
8800,7303,"Apartment in Prime Clifton Location, St Paul's Rd, Bristol, City of, South West, BS81LR","OYO The Regency, 40-44, Saint Paul's Road, Bristol, , GB, Bristol, City of, South West, BS81LR",0.5388,0
8800,8407,"Apartment in Prime Clifton Location, St Paul's Rd, Bristol, City of, South West, BS81LR","The Clifton, Saint Paul's Road, Bristol, Bristol, City of, South West, BS81LX",0.5075,0
